gene_id,gene_name
Zm00001eb307130,Zm00001d019677
Zm00001eb307150,Zm00001eb307150
Zm00001eb307160,Zm00001eb307160
Zm00001eb307170,Zm00001eb307170
Zm00001eb307180,Zm00001eb307180
Zm00001eb307190,Zm00001eb307190
Zm00001eb307200,Zm00001eb307200
Zm00001eb307210,Zm00001eb307210
Zm00001eb307220,Zm00001eb307220
Zm00001eb307230,Zm00001eb307230
Zm00001eb307240,Zm00001eb307240
Zm00001eb307250,cyc10
Zm00001eb307260,Zm00001eb307260
Zm00001eb307270,cl32678_1b
Zm00001eb307280,Zm00001eb307280
Zm00001eb307290,AY110473
Zm00001eb307310,Zm00001eb307310
Zm00001eb307320,Zm00001eb307320
Zm00001eb307330,IDP767
Zm00001eb307340,umc2572
Zm00001eb307360,gpm679
Zm00001eb307370,Zm00001eb307370
Zm00001eb307380,Zm00001eb307380
Zm00001eb307400,myb153
Zm00001eb307410,uaz187
Zm00001eb307420,pco136381
Zm00001eb307430,Zm00001eb307430
Zm00001eb307440,Zm00001eb307440
Zm00001eb307450,Zm00001eb307450
Zm00001eb307460,Zm00001eb307460
Zm00001eb307470,Zm00001eb307470
Zm00001eb307480,Zm00001eb307480
Zm00001eb307490,Zm00001eb307490
Zm00001eb307500,Zm00001eb307500
Zm00001eb307510,Zm00001eb307510
Zm00001eb307520,Zm00001eb307520
Zm00001eb307530,Zm00001eb307530
Zm00001eb307540,Zm00001eb307540
Zm00001eb307550,ereb177
Zm00001eb307560,Zm00001eb307560
Zm00001eb307570,Zm00001eb307570
Zm00001eb307600,ereb189
Zm00001eb307610,Zm00001eb307610
Zm00001eb307620,Zm00001eb307620
Zm00001eb307650,Zm00001eb307650
Zm00001eb307660,Zm00001eb307660
Zm00001eb307670,pme32
Zm00001eb307680,Zm00001eb307680
Zm00001eb307690,Zm00001eb307690
Zm00001eb307700,bzr4
Zm00001eb307710,Zm00001eb307710
Zm00001eb307720,chph1
Zm00001eb307730,Zm00001eb307730
Zm00001eb307740,Zm00001eb307740
Zm00001eb307750,Zm00001eb307750
Zm00001eb307760,Zm00001eb307760
Zm00001eb307770,Zm00001eb307770
Zm00001eb307780,Zm00001eb307780
Zm00001eb307790,Zm00001eb307790
Zm00001eb307800,Zm00001eb307800
Zm00001eb307810,Zm00001eb307810
Zm00001eb307820,Zm00001eb307820
Zm00001eb307830,Zm00001eb307830
Zm00001eb307840,Zm00001eb307840
Zm00001eb307860,Zm00001eb307860
Zm00001eb307870,Zm00001eb307870
Zm00001eb307880,Zm00001eb307880
Zm00001eb307890,Zm00001eb307890
Zm00001eb307900,Zm00001eb307900
Zm00001eb307920,Zm00001eb307920
Zm00001eb307930,Zm00001eb307930
Zm00001eb307950,Zm00001eb307950
Zm00001eb307960,Zm00001eb307960
Zm00001eb307980,Zm00001eb307980
Zm00001eb307990,Zm00001eb307990
Zm00001eb308000,Zm00001eb308000
Zm00001eb308010,umc1018a
Zm00001eb308020,Zm00001eb308020
Zm00001eb308040,Zm00001eb308040
Zm00001eb308050,Zm00001eb308050
Zm00001eb308060,Zm00001eb308060
Zm00001eb308070,Zm00001eb308070
Zm00001eb308090,Zm00001eb308090
Zm00001eb308100,Zm00001eb308100
Zm00001eb308110,Zm00001eb308110
Zm00001eb308120,Zm00001eb308120
Zm00001eb308130,Zm00001eb308130
Zm00001eb308150,Zm00001eb308150
Zm00001eb308160,Zm00001eb308160
Zm00001eb308180,Zm00001eb308180
Zm00001eb308200,Zm00001eb308200
Zm00001eb308210,Zm00001eb308210
Zm00001eb308220,Zm00001eb308220
Zm00001eb308230,Zm00001eb308230
Zm00001eb308250,Zm00001eb308250
Zm00001eb308270,Zm00001eb308270
Zm00001eb308280,cadtfr16
Zm00001eb308290,Zm00001eb308290
Zm00001eb308310,Zm00001eb308310
Zm00001eb308340,Zm00001eb308340
Zm00001eb308350,Zm00001eb308350
Zm00001eb308360,Zm00001eb308360
Zm00001eb308370,Zm00001eb308370
Zm00001eb308380,Zm00001eb308380
Zm00001eb308400,Zm00001eb308400
Zm00001eb308410,Zm00001eb308410
Zm00001eb308420,Zm00001eb308420
Zm00001eb308430,Zm00001eb308430
Zm00001eb308440,Zm00001eb308440
Zm00001eb308450,Zm00001eb308450
Zm00001eb308460,Zm00001eb308460
Zm00001eb308470,ago6
Zm00001eb308480,sdg128
Zm00001eb308490,Zm00001eb308490
Zm00001eb308500,Zm00001eb308500
Zm00001eb308510,Zm00001eb308510
Zm00001eb308530,Zm00001eb308530
Zm00001eb308540,Zm00001eb308540
Zm00001eb308560,rif1
Zm00001eb308570,Zm00001eb308570
Zm00001eb308580,Zm00001eb308580
Zm00001eb308590,Zm00001eb308590
Zm00001eb308610,Zm00001eb308610
Zm00001eb308620,LOC100192829
Zm00001eb308640,Zm00001eb308640
Zm00001eb308650,Zm00001eb308650
Zm00001eb308660,Zm00001eb308660
Zm00001eb308670,Zm00001eb308670
Zm00001eb308680,Zm00001eb308680
Zm00001eb308690,Zm00001eb308690
Zm00001eb308700,Zm00001eb308700
Zm00001eb308720,Zm00001eb308720
Zm00001eb308740,Zm00001eb308740
Zm00001eb308750,Zm00001eb308750
Zm00001eb308760,Zm00001eb308760
Zm00001eb308770,Zm00001eb308770
Zm00001eb308780,Zm00001eb308780
Zm00001eb308790,Zm00001eb308790
Zm00001eb308800,Zm00001eb308800
Zm00001eb308810,Zm00001eb308810
Zm00001eb308830,Zm00001eb308830
Zm00001eb308840,Zm00001eb308840
Zm00001eb308850,Zm00001eb308850
Zm00001eb308860,Zm00001eb308860
Zm00001eb308870,Zm00001eb308870
Zm00001eb308890,Zm00001eb308890
Zm00001eb308910,Zm00001eb308910
Zm00001eb308920,Zm00001eb308920
Zm00001eb308940,Zm00001eb308940
Zm00001eb308950,epl101
Zm00001eb308960,Zm00001eb308960
Zm00001eb308970,Zm00001eb308970
Zm00001eb308980,Zm00001eb308980
Zm00001eb308990,nhx8
Zm00001eb309000,Zm00001eb309000
Zm00001eb309010,Zm00001eb309010
Zm00001eb309020,Zm00001eb309020
Zm00001eb309030,brl1
Zm00001eb309040,Zm00001eb309040
Zm00001eb309050,Zm00001eb309050
Zm00001eb309060,Zm00001eb309060
Zm00001eb309070,pco076481
Zm00001eb309080,Zm00001eb309080
Zm00001eb309090,Zm00001eb309090
Zm00001eb309100,Zm00001eb309100
Zm00001eb309110,Zm00001eb309110
Zm00001eb309120,Zm00001eb309120
Zm00001eb309130,Zm00001eb309130
Zm00001eb309140,Zm00001eb309140
Zm00001eb309150,Zm00001eb309150
Zm00001eb309160,Zm00001eb309160
Zm00001eb309180,Zm00001eb309180
Zm00001eb309190,Zm00001eb309190
Zm00001eb309200,si486069e02
Zm00001eb309210,csu378
Zm00001eb309230,ppt2
Zm00001eb309240,Zm00001eb309240
Zm00001eb309260,igps1
Zm00001eb309300,pco114428
Zm00001eb309310,umc1433
Zm00001eb309320,GRMZM2G106903
Zm00001eb309330,Zm00001eb309330
Zm00001eb309340,Zm00001eb309340
Zm00001eb309350,Zm00001eb309350
Zm00001eb309360,glk101
Zm00001eb309370,glk7
Zm00001eb309380,Zm00001eb309380
Zm00001eb309390,Zm00001eb309390
Zm00001eb309400,Zm00001eb309400
Zm00001eb309410,Zm00001eb309410
Zm00001eb309420,bzip9
Zm00001eb309440,Zm00001eb309440
Zm00001eb309450,Zm00001eb309450
Zm00001eb309460,Zm00001eb309460
Zm00001eb309470,Zm00001eb309470
Zm00001eb309480,Zm00001eb309480
Zm00001eb309490,Zm00001eb309490
Zm00001eb309500,Zm00001eb309500
Zm00001eb309510,Zm00001eb309510
Zm00001eb309520,vef101a
Zm00001eb309530,Zm00001eb309530
Zm00001eb309540,sdg110a
Zm00001eb309560,bnlg1792
Zm00001eb309570,Zm00001eb309570
Zm00001eb309580,Zm00001eb309580
Zm00001eb309590,ereb94
Zm00001eb309600,hb55
Zm00001eb309610,pza02291
Zm00001eb309620,pco111635
Zm00001eb309630,Zm00001eb309630
Zm00001eb309640,Zm00001eb309640
Zm00001eb309650,Zm00001eb309650
Zm00001eb309660,pep4
Zm00001eb309670,Zm00001eb309670
Zm00001eb309680,Zm00001eb309680
Zm00001eb309690,Zm00001eb309690
Zm00001eb309710,Zm00001eb309710
Zm00001eb309720,Zm00001eb309720
Zm00001eb309730,Zm00001eb309730
Zm00001eb309740,Zm00001eb309740
Zm00001eb309760,GRMZM2G149277
Zm00001eb309770,ccd9
Zm00001eb309780,Zm00001eb309780
Zm00001eb309790,Zm00001eb309790
Zm00001eb309800,Zm00001eb309800
Zm00001eb309810,Zm00001eb309810
Zm00001eb309820,Zm00001eb309820
Zm00001eb309830,nudix1
Zm00001eb309840,Zm00001eb309840
Zm00001eb309850,Zm00001eb309850
Zm00001eb309860,Zm00001eb309860
Zm00001eb309870,Zm00001eb309870
Zm00001eb309880,Zm00001eb309880
Zm00001eb309890,Zm00001eb309890
Zm00001eb309900,Zm00001eb309900
Zm00001eb309910,Zm00001eb309910
Zm00001eb309920,prh6
Zm00001eb309930,Zm00001eb309930
Zm00001eb309940,Zm00001eb309940
Zm00001eb309950,ras11C2
Zm00001eb309960,Zm00001eb309960
Zm00001eb309970,Zm00001eb309970
Zm00001eb309980,csu996
Zm00001eb309990,Zm00001eb309990
Zm00001eb310000,Zm00001eb310000
Zm00001eb310010,Zm00001eb310010
Zm00001eb310030,Zm00001eb310030
Zm00001eb310040,Zm00001eb310040
Zm00001eb310050,Zm00001eb310050
Zm00001eb310060,cl41366_1
Zm00001eb310080,Zm00001eb310080
Zm00001eb310110,Zm00001eb310110
Zm00001eb310130,burp7
Zm00001eb310140,Zm00001eb310140
Zm00001eb310150,Zm00001eb310150
Zm00001eb310160,Zm00001eb310160
Zm00001eb310170,Zm00001eb310170
Zm00001eb310180,Zm00001eb310180
Zm00001eb310190,Zm00001eb310190
Zm00001eb310200,Zm00001eb310200
Zm00001eb310220,Zm00001eb310220
Zm00001eb310230,Zm00001eb310230
Zm00001eb310240,Zm00001eb310240
Zm00001eb310250,Zm00001eb310250
Zm00001eb310260,wrky37
Zm00001eb310270,wrky79
Zm00001eb310280,Zm00001eb310280
Zm00001eb310290,pco084690
Zm00001eb310300,Zm00001eb310300
Zm00001eb310330,TIDP3195
Zm00001eb310370,Zm00001eb310370
Zm00001eb310380,Zm00001eb310380
Zm00001eb310390,Zm00001eb310390
Zm00001eb310400,CL4745_2
Zm00001eb310410,Zm00001eb310410
Zm00001eb310430,si945031b12
Zm00001eb310440,Zm00001eb310440
Zm00001eb310450,pco140653a
Zm00001eb310460,Zm00001eb310460
Zm00001eb310470,Zm00001eb310470
Zm00001eb310480,Zm00001eb310480
Zm00001eb310490,Zm00001eb310490
Zm00001eb310500,lim333
Zm00001eb310520,Zm00001eb310520
Zm00001eb310530,Zm00001eb310530
Zm00001eb310550,hat1
Zm00001eb310560,Zm00001eb310560
Zm00001eb310570,Zm00001eb310570
Zm00001eb310580,Zm00001eb310580
Zm00001eb310590,Zm00001eb310590
Zm00001eb310600,Zm00001eb310600
Zm00001eb310610,Zm00001eb310610
Zm00001eb310620,uaz7c01c10
Zm00001eb310640,Zm00001eb310640
Zm00001eb310650,Zm00001eb310650
Zm00001eb310660,Zm00001eb310660
Zm00001eb310670,ofp29
Zm00001eb310680,Zm00001eb310680
Zm00001eb310690,Zm00001eb310690
Zm00001eb310700,pco131134
Zm00001eb310710,AY109809
Zm00001eb310730,Zm00001eb310730
Zm00001eb310760,Zm00001eb310760
Zm00001eb310770,Zm00001eb310770
Zm00001eb310790,Zm00001eb310790
Zm00001eb310800,Zm00001eb310800
Zm00001eb310810,Zm00001eb310810
Zm00001eb310820,Zm00001eb310820
Zm00001eb310830,vdac1b
Zm00001eb310840,Zm00001eb310840
Zm00001eb310850,Zm00001eb310850
Zm00001eb310860,Zm00001eb310860
Zm00001eb310870,Zm00001eb310870
Zm00001eb310890,Zm00001eb310890
Zm00001eb310900,Zm00001eb310900
Zm00001eb310920,Zm00001eb310920
Zm00001eb310930,Zm00001eb310930
Zm00001eb310950,Zm00001eb310950
Zm00001eb310960,cfm4
Zm00001eb310970,Zm00001eb310970
Zm00001eb310980,Zm00001eb310980
Zm00001eb310990,Zm00001eb310990
Zm00001eb311000,Zm00001eb311000
Zm00001eb311010,Zm00001eb311010
Zm00001eb311020,gpm18
Zm00001eb311030,Zm00001eb311030
Zm00001eb311040,Zm00001eb311040
Zm00001eb311050,Zm00001eb311050
Zm00001eb311060,Zm00001eb311060
Zm00001eb311070,Zm00001eb311070
Zm00001eb311090,drg15
Zm00001eb311100,Zm00001eb311100
Zm00001eb311110,Zm00001eb311110
Zm00001eb311120,Zm00001eb311120
Zm00001eb311130,Zm00001eb311130
Zm00001eb311140,Zm00001eb311140
Zm00001eb311150,flz31
Zm00001eb311160,Zm00001eb311160
Zm00001eb311170,Zm00001eb311170
Zm00001eb311180,ereb109
Zm00001eb311190,Zm00001eb311190
Zm00001eb311200,Zm00001eb311200
Zm00001eb311210,Zm00001eb311210
Zm00001eb311220,Zm00001eb311220
Zm00001eb311230,trpp8
Zm00001eb311240,Zm00001eb311240
Zm00001eb311250,vq40
Zm00001eb311260,Zm00001eb311260
Zm00001eb311270,Zm00001eb311270
Zm00001eb311280,Zm00001eb311280
Zm00001eb311300,Zm00001eb311300
Zm00001eb311310,Zm00001eb311310
Zm00001eb311320,Zm00001eb311320
Zm00001eb311340,Zm00001eb311340
Zm00001eb311360,Zm00001eb311360
Zm00001eb311380,Zm00001eb311380
Zm00001eb311390,tlc13
Zm00001eb311400,pco100533b
Zm00001eb311410,Zm00001eb311410
Zm00001eb311420,Zm00001eb311420
Zm00001eb311430,Zm00001eb311430
Zm00001eb311440,Zm00001eb311440
Zm00001eb311450,Zm00001eb311450
Zm00001eb311460,Zm00001eb311460
Zm00001eb311470,Zm00001eb311470
Zm00001eb311480,GRMZM2G030528
Zm00001eb311490,Zm00001eb311490
Zm00001eb311500,Zm00001eb311500
Zm00001eb311520,Zm00001eb311520
Zm00001eb311530,Zm00001eb311530
Zm00001eb311540,Zm00001eb311540
Zm00001eb311550,Zm00001eb311550
Zm00001eb311560,hak23
Zm00001eb311570,Zm00001eb311570
Zm00001eb311590,GRMZM2G315431
Zm00001eb311600,Zm00001eb311600
Zm00001eb311610,Zm00001eb311610
Zm00001eb311620,Zm00001eb311620
Zm00001eb311630,Zm00001eb311630
Zm00001eb311640,Zm00001eb311640
Zm00001eb311650,Zm00001eb311650
Zm00001eb311660,Zm00001eb311660
Zm00001eb311680,nbcs18
Zm00001eb311690,Zm00001eb311690
Zm00001eb311700,umc2704
Zm00001eb311710,Zm00001eb311710
Zm00001eb311720,Zm00001eb311720
Zm00001eb311730,Zm00001eb311730
Zm00001eb311740,Zm00001eb311740
Zm00001eb311750,Zm00001eb311750
Zm00001eb311760,Zm00001eb311760
Zm00001eb311770,Zm00001eb311770
Zm00001eb311780,Zm00001eb311780
Zm00001eb311790,Zm00001eb311790
Zm00001eb311800,Zm00001eb311800
Zm00001eb311810,Zm00001eb311810
Zm00001eb311820,phd30
Zm00001eb311830,Zm00001eb311830
Zm00001eb311840,Zm00001eb311840
Zm00001eb311850,GRMZM2G025646
Zm00001eb311860,LOC100274556
Zm00001eb311870,jmj5
Zm00001eb311880,Zm00001eb311880
Zm00001eb311890,Zm00001eb311890
Zm00001eb311900,Zm00001eb311900
Zm00001eb311910,AY109968
Zm00001eb311920,Zm00001eb311920
Zm00001eb311940,Zm00001eb311940
Zm00001eb311950,Zm00001eb311950
Zm00001eb311960,mwp1
Zm00001eb311980,Zm00001eb311980
Zm00001eb311990,Zm00001eb311990
Zm00001eb312000,GRMZM2G319798
Zm00001eb312010,Zm00001eb312010
Zm00001eb312020,trps13
Zm00001eb312040,TIDP3642
Zm00001eb312060,Zm00001eb312060
Zm00001eb312070,Zm00001eb312070
Zm00001eb312080,Zm00001eb312080
Zm00001eb312090,Zm00001eb312090
Zm00001eb312100,Zm00001eb312100
Zm00001eb312110,umc1983
Zm00001eb312120,myb66
Zm00001eb312130,Zm00001eb312130
Zm00001eb312140,Zm00001eb312140
Zm00001eb312150,Zm00001eb312150
Zm00001eb312160,myb159
Zm00001eb312170,zim1
Zm00001eb312180,Zm00001eb312180
Zm00001eb312190,Zm00001eb312190
Zm00001eb312200,Zm00001eb312200
Zm00001eb312210,Zm00001eb312210
Zm00001eb312220,Zm00001eb312220
Zm00001eb312230,Zm00001eb312230
Zm00001eb312240,Zm00001eb312240
Zm00001eb312250,Zm00001eb312250
Zm00001eb312260,pco104380
Zm00001eb312270,Zm00001eb312270
Zm00001eb312280,mus3
Zm00001eb312300,Zm00001eb312300
Zm00001eb312310,Zm00001eb312310
Zm00001eb312320,Zm00001eb312320
Zm00001eb312330,Zm00001eb312330
Zm00001eb312340,ra1
Zm00001eb312350,Zm00001eb312350
Zm00001eb312360,Zm00001eb312360
Zm00001eb312380,tcptf18
Zm00001eb312390,Zm00001eb312390
Zm00001eb312400,Zm00001eb312400
Zm00001eb312410,Zm00001eb312410
Zm00001eb312420,Zm00001d020437
Zm00001eb312430,Zm00001eb312430
Zm00001eb312440,Zm00001eb312440
Zm00001eb312450,Zm00001eb312450
Zm00001eb312470,Zm00001eb312470
Zm00001eb312480,cl36156_1
Zm00001eb312490,Zm00001eb312490
Zm00001eb312500,nactf14
Zm00001eb312530,GRMZM2G040947
Zm00001eb312550,Zm00001eb312550
Zm00001eb312560,GRMZM2G166963
Zm00001eb312570,Zm00001eb312570
Zm00001eb312580,Zm00001eb312580
Zm00001eb312590,Zm00001eb312590
Zm00001eb312600,myb162
Zm00001eb312610,zhd13
Zm00001eb312620,zhd2
Zm00001eb312630,Zm00001d020461
Zm00001eb312640,pco127614a
Zm00001eb312660,Zm00001eb312660
Zm00001eb312670,Zm00001eb312670
Zm00001eb312690,Zm00001eb312690
Zm00001eb312700,Zm00001eb312700
Zm00001eb312720,Zm00001eb312720
Zm00001eb312730,Zm00001eb312730
Zm00001eb312740,Zm00001eb312740
Zm00001eb312750,Zm00001eb312750
Zm00001eb312760,umc2092
Zm00001eb312770,Zm00001eb312770
Zm00001eb312790,Zm00001eb312790
Zm00001eb312800,PCO115023
Zm00001eb312810,Zm00001eb312810
Zm00001eb312820,Zm00001eb312820
Zm00001eb312830,Zm00001eb312830
Zm00001eb312840,Zm00001eb312840
Zm00001eb312850,bhlh87
Zm00001eb312860,Zm00001eb312860
Zm00001eb312870,wrky53
Zm00001eb312880,Zm00001eb312880
Zm00001eb312890,wrky104
Zm00001eb312900,Zm00001eb312900
Zm00001eb312910,Zm00001eb312910
Zm00001eb312930,Zm00001eb312930
Zm00001eb312940,Zm00001eb312940
Zm00001eb312950,Zm00001eb312950
Zm00001eb312960,Zm00001eb312960
Zm00001eb312970,umc2057
Zm00001eb312980,Zm00001eb312980
Zm00001eb312990,Zm00001eb312990
Zm00001eb313000,Zm00001eb313000
Zm00001eb313010,GRMZM2G416184
Zm00001eb313020,Zm00001eb313020
Zm00001eb313030,Zm00001eb313030
Zm00001eb313040,Zm00001eb313040
Zm00001eb313050,Zm00001eb313050
Zm00001eb313060,Zm00001eb313060
Zm00001eb313070,Zm00001eb313070
Zm00001eb313080,Zm00001eb313080
Zm00001eb313090,Zm00001eb313090
Zm00001eb313100,Zm00001eb313100
Zm00001eb313120,Zm00001eb313120
Zm00001eb313130,Zm00001eb313130
Zm00001eb313140,Zm00001eb313140
Zm00001eb313150,Zm00001eb313150
Zm00001eb313160,Zm00001eb313160
Zm00001eb313170,Zm00001eb313170
Zm00001eb313180,Zm00001eb313180
Zm00001eb313190,Zm00001eb313190
Zm00001eb313200,Zm00001eb313200
Zm00001eb313210,Zm00001eb313210
Zm00001eb313220,Zm00001eb313220
Zm00001eb313250,cesa12
Zm00001eb313260,Zm00001eb313260
Zm00001eb313270,Zm00001eb313270
Zm00001eb313280,Zm00001eb313280
Zm00001eb313290,Zm00001eb313290
Zm00001eb313300,Zm00001eb313300
Zm00001eb313310,o5
Zm00001eb313320,Zm00001eb313320
Zm00001eb313340,ereb143
Zm00001eb313350,ereb143
Zm00001eb313360,Zm00001eb313360
Zm00001eb313370,Zm00001eb313370
Zm00001eb313380,Zm00001eb313380
Zm00001eb313390,sam3
Zm00001eb313400,IDP754
Zm00001eb313410,Zm00001eb313410
Zm00001eb313420,Zm00001eb313420
Zm00001eb313430,Zm00001eb313430
Zm00001eb313440,Zm00001eb313440
Zm00001eb313450,Zm00001eb313450
Zm00001eb313460,Zm00001eb313460
Zm00001eb313470,Zm00001eb313470
Zm00001eb313490,umc2556
Zm00001eb313500,GRMZM2G114751
Zm00001eb313510,gl1
Zm00001eb313520,Zm00001eb313520
Zm00001eb313530,Zm00001eb313530
Zm00001eb313540,Zm00001eb313540
Zm00001eb313550,Zm00001eb313550
Zm00001eb313560,Zm00001eb313560
Zm00001eb313570,Zm00001eb313570
Zm00001eb313580,myb140
Zm00001eb313590,Zm00001eb313590
Zm00001eb313600,Zm00001eb313600
Zm00001eb313610,Zm00001eb313610
Zm00001eb313620,Zm00001eb313620
Zm00001eb313630,Zm00001eb313630
Zm00001eb313640,Zm00001eb313640
Zm00001eb313650,Zm00001eb313650
Zm00001eb313660,Zm00001eb313660
Zm00001eb313680,Zm00001eb313680
Zm00001eb313690,his2b1
Zm00001eb313700,Zm00001eb313700
Zm00001eb313720,Zm00001eb313720
Zm00001eb313730,Zm00001eb313730
Zm00001eb313740,pme5
Zm00001eb313750,Zm00001eb313750
Zm00001eb313760,Zm00001eb313760
Zm00001eb313770,Zm00001eb313770
Zm00001eb313780,alt5
Zm00001eb313790,gz50
Zm00001eb313800,zp27
Zm00001eb313810,Zm00001eb313810
Zm00001eb313820,arid4
Zm00001eb313830,Zm00001eb313830
Zm00001eb313840,Zm00001eb313840
Zm00001eb313850,Zm00001eb313850
Zm00001eb313860,Zm00001eb313860
Zm00001eb313870,Zm00001eb313870
Zm00001eb313880,Zm00001eb313880
Zm00001eb313890,Zm00001eb313890
Zm00001eb313900,Zm00001eb313900
Zm00001eb313910,Zm00001eb313910
Zm00001eb313920,Zm00001eb313920
Zm00001eb313930,Zm00001eb313930
Zm00001eb313940,Zm00001eb313940
Zm00001eb313950,Zm00001eb313950
Zm00001eb313960,Zm00001eb313960
Zm00001eb313970,Zm00001eb313970
Zm00001eb313980,pco063192
Zm00001eb314000,Zm00001eb314000
Zm00001eb314010,zim28
Zm00001eb314020,pgh1
Zm00001eb314030,Zm00001eb314030
Zm00001eb314040,Zm00001eb314040
Zm00001eb314050,cl10049_2
Zm00001eb314060,Zm00001eb314060
Zm00001eb314070,Zm00001eb314070
Zm00001eb314080,Zm00001eb314080
Zm00001eb314090,copt1
Zm00001eb314110,Zm00001eb314110
Zm00001eb314120,Zm00001eb314120
Zm00001eb314130,Zm00001eb314130
Zm00001eb314140,Zm00001eb314140
Zm00001eb314150,Zm00001eb314150
Zm00001eb314160,mmp21
Zm00001eb314170,Zm00001eb314170
Zm00001eb314180,Zm00001d020631
Zm00001eb314190,Zm00001eb314190
Zm00001eb314200,Zm00001eb314200
Zm00001eb314210,Zm00001eb314210
Zm00001eb314220,ccp2
Zm00001eb314230,gex1
Zm00001eb314240,umc5b
Zm00001eb314250,Zm00001eb314250
Zm00001eb314260,Zm00001eb314260
Zm00001eb314270,Zm00001eb314270
Zm00001eb314280,Zm00001eb314280
Zm00001eb314290,Zm00001eb314290
Zm00001eb314300,TIDP3675
Zm00001eb314310,Zm00001eb314310
Zm00001eb314320,Zm00001eb314320
Zm00001eb314330,Zm00001eb314330
Zm00001eb314340,Zm00001eb314340
Zm00001eb314350,Zm00001eb314350
Zm00001eb314360,Zm00001eb314360
Zm00001eb314370,Zm00001eb314370
Zm00001eb314380,Zm00001eb314380
Zm00001eb314390,cl20158_1
Zm00001eb314400,Zm00001eb314400
Zm00001eb314410,Zm00001eb314410
Zm00001eb314420,Zm00001eb314420
Zm00001eb314430,Zm00001eb314430
Zm00001eb314440,Zm00001eb314440
Zm00001eb314450,mrpa2
Zm00001eb314460,Zm00001eb314460
Zm00001eb314470,mrpa2
Zm00001eb314480,Zm00001eb314480
Zm00001eb314490,Zm00001eb314490
Zm00001eb314500,hb11
Zm00001eb314510,Zm00001eb314510
Zm00001eb314520,hak17
Zm00001eb314530,Zm00001eb314530
Zm00001eb314540,Zm00001eb314540
Zm00001eb314550,ms7
Zm00001eb314560,Zm00001eb314560
Zm00001eb314570,Zm00001eb314570
Zm00001eb314580,Zm00001eb314580
Zm00001eb314590,Zm00001eb314590
Zm00001eb314600,Zm00001eb314600
Zm00001eb314610,acco2
Zm00001eb314620,pdi8
Zm00001eb314630,gbptf7
Zm00001eb314640,Zm00001eb314640
Zm00001eb314650,Zm00001eb314650
Zm00001eb314660,Zm00001eb314660
Zm00001eb314670,Zm00001eb314670
Zm00001eb314680,pco100729
Zm00001eb314690,pco112007(563)
Zm00001eb314700,cdo412b
Zm00001eb314710,Zm00001eb314710
Zm00001eb314720,Zm00001eb314720
Zm00001eb314740,Zm00001eb314740
Zm00001eb314750,Zm00001eb314750
Zm00001eb314760,Zm00001eb314760
Zm00001eb314770,LOC103632841
Zm00001eb314780,Zm00001eb314780
Zm00001eb314790,Zm00001eb314790
Zm00001eb314810,bhlh150
Zm00001eb314820,Zm00001eb314820
Zm00001eb314830,Zm00001eb314830
Zm00001eb314840,Zm00001eb314840
Zm00001eb314850,Zm00001eb314850
Zm00001eb314860,Zm00001eb314860
Zm00001eb314870,Zm00001eb314870
Zm00001eb314880,Zm00001eb314880
Zm00001eb314890,hsftf21
Zm00001eb314900,abh4
Zm00001eb314910,Zm00001eb314910
Zm00001eb314920,Zm00001eb314920
Zm00001eb314930,fut1
Zm00001eb314950,Zm00001eb314950
Zm00001eb314960,Zm00001eb314960
Zm00001eb314970,Zm00001eb314970
Zm00001eb314990,Zm00001eb314990
Zm00001eb315000,Zm00001eb315000
Zm00001eb315010,TIDP2851
Zm00001eb315020,ufg54
Zm00001eb315030,Zm00001eb315030
Zm00001eb315040,pco082367b
Zm00001eb315050,Zm00001eb315050
Zm00001eb315060,Zm00001eb315060
Zm00001eb315090,Zm00001eb315090
Zm00001eb315100,Zm00001eb315100
Zm00001eb315110,Zm00001eb315110
Zm00001eb315130,Zm00001eb315130
Zm00001eb315140,Zm00001eb315140
Zm00001eb315150,Zm00001eb315150
Zm00001eb315160,Zm00001eb315160
Zm00001eb315170,Zm00001eb315170
Zm00001eb315190,Zm00001eb315190
Zm00001eb315200,Zm00001eb315200
Zm00001eb315210,Zm00001eb315210
Zm00001eb315220,cep7
Zm00001eb315230,Zm00001eb315230
Zm00001eb315240,pza02365
Zm00001eb315250,Zm00001eb315250
Zm00001eb315260,Zm00001eb315260
Zm00001eb315270,GRMZM2G072240
Zm00001eb315280,Zm00001eb315280
Zm00001eb315290,Zm00001eb315290
Zm00001eb315300,Zm00001eb315300
Zm00001eb315310,Zm00001eb315310
Zm00001eb315320,GRMZM2G145152
Zm00001eb315330,bhlh107
Zm00001eb315340,cah5
Zm00001eb315350,cl549_1a
Zm00001eb315360,Zm00001eb315360
Zm00001eb315370,Zm00001eb315370
Zm00001eb315380,Zm00001eb315380
Zm00001eb315390,Zm00001eb315390
Zm00001eb315400,mmc0411
Zm00001eb315410,Zm00001eb315410
Zm00001eb315420,phi3
Zm00001eb315430,Zm00001eb315430
Zm00001eb315450,Zm00001eb315450
Zm00001eb315460,asg49
Zm00001eb315470,pco089911
Zm00001eb315480,Zm00001eb315480
Zm00001eb315490,gst23
Zm00001eb315500,Zm00001eb315500
Zm00001eb315510,Zm00001eb315510
Zm00001eb315520,Zm00001eb315520
Zm00001eb315530,pco084558
Zm00001eb315540,Zm00001eb315540
Zm00001eb315550,Zm00001eb315550
Zm00001eb315560,Zm00001eb315560
