"gene","raw_cutree_cluster","trend_cluster"
"Zm00001eb286220",3,"C4"
"Zm00001eb289670",7,"C6"
"Zm00001eb272510",6,"C1"
"Zm00001eb284110",7,"C6"
"Zm00001eb285450",6,"C1"
"Zm00001eb291250",3,"C4"
"Zm00001eb274400",5,"C5"
"Zm00001eb269050",3,"C4"
"Zm00001eb271770",2,"C2"
"Zm00001eb273100",2,"C2"
"Zm00001eb268790",2,"C2"
"Zm00001eb297170",6,"C1"
"Zm00001eb260990",3,"C4"
"Zm00001eb294400",3,"C4"
"Zm00001eb291280",6,"C1"
"Zm00001eb290720",7,"C6"
"Zm00001eb280130",6,"C1"
"Zm00001eb285220",3,"C4"
"Zm00001eb292520",6,"C1"
"Zm00001eb277950",6,"C1"
"Zm00001eb278830",4,"C3"
"Zm00001eb273960",2,"C2"
"Zm00001eb294370",3,"C4"
"Zm00001eb293920",6,"C1"
"Zm00001eb287010",7,"C6"
"Zm00001eb288370",2,"C2"
"Zm00001eb296770",6,"C1"
"Zm00001eb266910",7,"C6"
"Zm00001eb292710",2,"C2"
"Zm00001eb292280",6,"C1"
"Zm00001eb265440",6,"C1"
"Zm00001eb266200",3,"C4"
"Zm00001eb291360",1,"C7"
"Zm00001eb281770",7,"C6"
"Zm00001eb291200",2,"C2"
"Zm00001eb280690",4,"C3"
"Zm00001eb280770",3,"C4"
"Zm00001eb279920",2,"C2"
"Zm00001eb287530",2,"C2"
"Zm00001eb271850",2,"C2"
"Zm00001eb262890",6,"C1"
"Zm00001eb288390",6,"C1"
"Zm00001eb296070",6,"C1"
"Zm00001eb265520",6,"C1"
"Zm00001eb294870",5,"C5"
"Zm00001eb296160",2,"C2"
"Zm00001eb287830",7,"C6"
"Zm00001eb272770",2,"C2"
"Zm00001eb290600",6,"C1"
"Zm00001eb294240",2,"C2"
"Zm00001eb271480",7,"C6"
"Zm00001eb286940",3,"C4"
"Zm00001eb294530",2,"C2"
"Zm00001eb288040",6,"C1"
"Zm00001eb268420",2,"C2"
"Zm00001eb267260",7,"C6"
"Zm00001eb281920",7,"C6"
"Zm00001eb291590",2,"C2"
"Zm00001eb273540",5,"C5"
"Zm00001eb278470",2,"C2"
"Zm00001eb287610",7,"C6"
"Zm00001eb294050",2,"C2"
"Zm00001eb281130",2,"C2"
"Zm00001eb260940",3,"C4"
"Zm00001eb267090",3,"C4"
"Zm00001eb276220",3,"C4"
"Zm00001eb269130",2,"C2"
"Zm00001eb272950",3,"C4"
"Zm00001eb261530",2,"C2"
"Zm00001eb285510",2,"C2"
"Zm00001eb272470",2,"C2"
"Zm00001eb288330",2,"C2"
"Zm00001eb289450",7,"C6"
"Zm00001eb292530",5,"C5"
"Zm00001eb289070",3,"C4"
"Zm00001eb275750",7,"C6"
"Zm00001eb295380",6,"C1"
"Zm00001eb292410",2,"C2"
"Zm00001eb274950",6,"C1"
"Zm00001eb288250",3,"C4"
"Zm00001eb294980",3,"C4"
"Zm00001eb295030",6,"C1"
"Zm00001eb283490",7,"C6"
"Zm00001eb277320",2,"C2"
"Zm00001eb291210",2,"C2"
"Zm00001eb288300",7,"C6"
"Zm00001eb288850",2,"C2"
"Zm00001eb260820",7,"C6"
"Zm00001eb262600",3,"C4"
"Zm00001eb278070",3,"C4"
"Zm00001eb296460",3,"C4"
"Zm00001eb287570",6,"C1"
"Zm00001eb297350",5,"C5"
"Zm00001eb269960",1,"C7"
"Zm00001eb265290",3,"C4"
"Zm00001eb289430",2,"C2"
"Zm00001eb282790",2,"C2"
"Zm00001eb264400",2,"C2"
"Zm00001eb272710",6,"C1"
"Zm00001eb281960",7,"C6"
"Zm00001eb275820",6,"C1"
"Zm00001eb265960",2,"C2"
"Zm00001eb277460",3,"C4"
"Zm00001eb273310",7,"C6"
"Zm00001eb267350",2,"C2"
"Zm00001eb273770",3,"C4"
"Zm00001eb278450",3,"C4"
"Zm00001eb275630",3,"C4"
"Zm00001eb278240",2,"C2"
"Zm00001eb292370",5,"C5"
"Zm00001eb280640",3,"C4"
"Zm00001eb288970",4,"C3"
"Zm00001eb293370",3,"C4"
"Zm00001eb277390",6,"C1"
"Zm00001eb264160",3,"C4"
"Zm00001eb292010",7,"C6"
"Zm00001eb283390",3,"C4"
"Zm00001eb292050",2,"C2"
"Zm00001eb290940",2,"C2"
"Zm00001eb286320",5,"C5"
"Zm00001eb292450",2,"C2"
"Zm00001eb294650",5,"C5"
"Zm00001eb269850",2,"C2"
"Zm00001eb286650",7,"C6"
"Zm00001eb268400",7,"C6"
"Zm00001eb292730",2,"C2"
"Zm00001eb297250",2,"C2"
"Zm00001eb288420",6,"C1"
"Zm00001eb287290",2,"C2"
"Zm00001eb268150",7,"C6"
"Zm00001eb286480",3,"C4"
"Zm00001eb286140",3,"C4"
"Zm00001eb288690",2,"C2"
"Zm00001eb260420",6,"C1"
"Zm00001eb265260",5,"C5"
"Zm00001eb267280",2,"C2"
"Zm00001eb264870",2,"C2"
"Zm00001eb289490",7,"C6"
"Zm00001eb296320",3,"C4"
"Zm00001eb294580",2,"C2"
"Zm00001eb266370",5,"C5"
"Zm00001eb289870",2,"C2"
"Zm00001eb260980",2,"C2"
"Zm00001eb273230",7,"C6"
"Zm00001eb282930",6,"C1"
"Zm00001eb292590",7,"C6"
"Zm00001eb292380",3,"C4"
"Zm00001eb260120",3,"C4"
"Zm00001eb271700",2,"C2"
"Zm00001eb261210",2,"C2"
"Zm00001eb260960",2,"C2"
"Zm00001eb280760",7,"C6"
"Zm00001eb289690",3,"C4"
"Zm00001eb281500",3,"C4"
"Zm00001eb284910",2,"C2"
"Zm00001eb297770",7,"C6"
"Zm00001eb277540",2,"C2"
"Zm00001eb279840",2,"C2"
"Zm00001eb297340",3,"C4"
"Zm00001eb282390",6,"C1"
"Zm00001eb291320",1,"C7"
"Zm00001eb287410",3,"C4"
"Zm00001eb260830",2,"C2"
"Zm00001eb287370",5,"C5"
"Zm00001eb296550",5,"C5"
"Zm00001eb281690",7,"C6"
"Zm00001eb280740",2,"C2"
"Zm00001eb283880",2,"C2"
"Zm00001eb292770",6,"C1"
"Zm00001eb264720",1,"C7"
"Zm00001eb268800",6,"C1"
"Zm00001eb287130",7,"C6"
"Zm00001eb294930",2,"C2"
"Zm00001eb295090",2,"C2"
"Zm00001eb279720",2,"C2"
"Zm00001eb270950",3,"C4"
"Zm00001eb295670",2,"C2"
"Zm00001eb272090",7,"C6"
"Zm00001eb286710",1,"C7"
"Zm00001eb280420",2,"C2"
"Zm00001eb286090",2,"C2"
"Zm00001eb293170",2,"C2"
"Zm00001eb284630",6,"C1"
"Zm00001eb276190",6,"C1"
"Zm00001eb283440",7,"C6"
"Zm00001eb277360",6,"C1"
"Zm00001eb290980",2,"C2"
"Zm00001eb295900",2,"C2"
"Zm00001eb267390",3,"C4"
"Zm00001eb297030",3,"C4"
"Zm00001eb292040",2,"C2"
"Zm00001eb289600",2,"C2"
"Zm00001eb288710",2,"C2"
"Zm00001eb287890",7,"C6"
"Zm00001eb294700",2,"C2"
"Zm00001eb278680",4,"C3"
"Zm00001eb297420",2,"C2"
"Zm00001eb282520",3,"C4"
"Zm00001eb289360",5,"C5"
"Zm00001eb272420",6,"C1"
"Zm00001eb264780",6,"C1"
"Zm00001eb287220",2,"C2"
"Zm00001eb282100",6,"C1"
"Zm00001eb292930",7,"C6"
"Zm00001eb281710",2,"C2"
"Zm00001eb267600",2,"C2"
"Zm00001eb283520",3,"C4"
"Zm00001eb289270",5,"C5"
"Zm00001eb295580",2,"C2"
"Zm00001eb293070",7,"C6"
"Zm00001eb284400",6,"C1"
"Zm00001eb293490",2,"C2"
"Zm00001eb260370",2,"C2"
"Zm00001eb286830",3,"C4"
"Zm00001eb270380",3,"C4"
"Zm00001eb280250",2,"C2"
"Zm00001eb296090",1,"C7"
"Zm00001eb275040",2,"C2"
"Zm00001eb296060",7,"C6"
"Zm00001eb283110",7,"C6"
"Zm00001eb283950",2,"C2"
"Zm00001eb291670",1,"C7"
"Zm00001eb260040",2,"C2"
"Zm00001eb269440",2,"C2"
"Zm00001eb275380",6,"C1"
"Zm00001eb279770",2,"C2"
"Zm00001eb265630",2,"C2"
"Zm00001eb272290",3,"C4"
"Zm00001eb272670",6,"C1"
"Zm00001eb267270",3,"C4"
"Zm00001eb266060",6,"C1"
"Zm00001eb279320",2,"C2"
"Zm00001eb267100",3,"C4"
"Zm00001eb282590",7,"C6"
"Zm00001eb289520",6,"C1"
"Zm00001eb271760",2,"C2"
"Zm00001eb277430",3,"C4"
"Zm00001eb261690",3,"C4"
"Zm00001eb285660",1,"C7"
"Zm00001eb294900",2,"C2"
"Zm00001eb287070",3,"C4"
"Zm00001eb271540",5,"C5"
"Zm00001eb264930",7,"C6"
"Zm00001eb291870",3,"C4"
"Zm00001eb283240",2,"C2"
"Zm00001eb289080",2,"C2"
"Zm00001eb286870",1,"C7"
"Zm00001eb272550",7,"C6"
"Zm00001eb293310",6,"C1"
"Zm00001eb291290",2,"C2"
"Zm00001eb287690",3,"C4"
"Zm00001eb297150",5,"C5"
"Zm00001eb267460",2,"C2"
"Zm00001eb286040",2,"C2"
"Zm00001eb287150",2,"C2"
"Zm00001eb285330",6,"C1"
"Zm00001eb282290",6,"C1"
"Zm00001eb283780",3,"C4"
"Zm00001eb261430",3,"C4"
"Zm00001eb279580",3,"C4"
"Zm00001eb269830",2,"C2"
"Zm00001eb278670",2,"C2"
"Zm00001eb269870",7,"C6"
"Zm00001eb264230",2,"C2"
"Zm00001eb297070",3,"C4"
"Zm00001eb266800",3,"C4"
"Zm00001eb286800",2,"C2"
"Zm00001eb283450",1,"C7"
"Zm00001eb261720",2,"C2"
"Zm00001eb295390",3,"C4"
"Zm00001eb265760",5,"C5"
"Zm00001eb297870",2,"C2"
"Zm00001eb278760",6,"C1"
"Zm00001eb275550",2,"C2"
"Zm00001eb276750",7,"C6"
"Zm00001eb281230",2,"C2"
"Zm00001eb272020",6,"C1"
"Zm00001eb294810",7,"C6"
"Zm00001eb272740",3,"C4"
"Zm00001eb297570",2,"C2"
"Zm00001eb284700",5,"C5"
"Zm00001eb293470",2,"C2"
"Zm00001eb283980",6,"C1"
"Zm00001eb275720",3,"C4"
"Zm00001eb274710",3,"C4"
"Zm00001eb292900",6,"C1"
"Zm00001eb276680",3,"C4"
"Zm00001eb289230",2,"C2"
"Zm00001eb279330",5,"C5"
"Zm00001eb295500",2,"C2"
"Zm00001eb293180",6,"C1"
"Zm00001eb282950",7,"C6"
"Zm00001eb279120",3,"C4"
"Zm00001eb268580",2,"C2"
"Zm00001eb268960",2,"C2"
"Zm00001eb272000",2,"C2"
"Zm00001eb289740",2,"C2"
"Zm00001eb276980",2,"C2"
"Zm00001eb287630",2,"C2"
"Zm00001eb293530",3,"C4"
"Zm00001eb295990",2,"C2"
"Zm00001eb295950",2,"C2"
"Zm00001eb261550",2,"C2"
"Zm00001eb281850",1,"C7"
"Zm00001eb273860",2,"C2"
"Zm00001eb270990",5,"C5"
"Zm00001eb288640",5,"C5"
"Zm00001eb279760",6,"C1"
"Zm00001eb270800",2,"C2"
"Zm00001eb273550",6,"C1"
"Zm00001eb266490",5,"C5"
"Zm00001eb280680",2,"C2"
"Zm00001eb283760",6,"C1"
"Zm00001eb293710",6,"C1"
"Zm00001eb281720",7,"C6"
"Zm00001eb284260",5,"C5"
"Zm00001eb293040",3,"C4"
"Zm00001eb267430",6,"C1"
"Zm00001eb290310",7,"C6"
"Zm00001eb269840",6,"C1"
"Zm00001eb274630",6,"C1"
"Zm00001eb285230",3,"C4"
"Zm00001eb286150",6,"C1"
"Zm00001eb295170",2,"C2"
"Zm00001eb271280",5,"C5"
"Zm00001eb273720",2,"C2"
"Zm00001eb267110",2,"C2"
"Zm00001eb295720",6,"C1"
"Zm00001eb284430",6,"C1"
"Zm00001eb277380",2,"C2"
"Zm00001eb296650",7,"C6"
"Zm00001eb272180",2,"C2"
"Zm00001eb285800",3,"C4"
"Zm00001eb287490",7,"C6"
"Zm00001eb278940",2,"C2"
"Zm00001eb293320",2,"C2"
"Zm00001eb273040",2,"C2"
"Zm00001eb269970",6,"C1"
"Zm00001eb264980",5,"C5"
"Zm00001eb287280",2,"C2"
"Zm00001eb297490",2,"C2"
"Zm00001eb282890",2,"C2"
"Zm00001eb291090",2,"C2"
"Zm00001eb297190",1,"C7"
"Zm00001eb291260",3,"C4"
"Zm00001eb264300",6,"C1"
"Zm00001eb272650",3,"C4"
"Zm00001eb288540",3,"C4"
"Zm00001eb273010",6,"C1"
"Zm00001eb291610",2,"C2"
"Zm00001eb261670",3,"C4"
"Zm00001eb285840",2,"C2"
"Zm00001eb272360",5,"C5"
"Zm00001eb279970",1,"C7"
"Zm00001eb282710",3,"C4"
"Zm00001eb277830",7,"C6"
"Zm00001eb272690",2,"C2"
"Zm00001eb294420",3,"C4"
"Zm00001eb291150",3,"C4"
"Zm00001eb280070",2,"C2"
"Zm00001eb289280",1,"C7"
"Zm00001eb291340",6,"C1"
"Zm00001eb282990",6,"C1"
"Zm00001eb280720",5,"C5"
"Zm00001eb281980",5,"C5"
"Zm00001eb291180",3,"C4"
"Zm00001eb294120",7,"C6"
"Zm00001eb266890",2,"C2"
"Zm00001eb279940",2,"C2"
"Zm00001eb286470",2,"C2"
"Zm00001eb284730",6,"C1"
"Zm00001eb289590",5,"C5"
"Zm00001eb265420",2,"C2"
"Zm00001eb268450",2,"C2"
"Zm00001eb288670",7,"C6"
"Zm00001eb296180",6,"C1"
"Zm00001eb260630",7,"C6"
"Zm00001eb292680",2,"C2"
"Zm00001eb296120",2,"C2"
"Zm00001eb271500",2,"C2"
"Zm00001eb269520",7,"C6"
"Zm00001eb297300",6,"C1"
"Zm00001eb292760",6,"C1"
"Zm00001eb266250",2,"C2"
"Zm00001eb278500",2,"C2"
"Zm00001eb296670",7,"C6"
"Zm00001eb265270",7,"C6"
"Zm00001eb270540",2,"C2"
"Zm00001eb294030",2,"C2"
"Zm00001eb286730",3,"C4"
"Zm00001eb289700",6,"C1"
"Zm00001eb260060",1,"C7"
"Zm00001eb270090",7,"C6"
"Zm00001eb295600",6,"C1"
"Zm00001eb276570",2,"C2"
"Zm00001eb288100",2,"C2"
"Zm00001eb268840",2,"C2"
"Zm00001eb283070",7,"C6"
"Zm00001eb292430",7,"C6"
"Zm00001eb273630",3,"C4"
"Zm00001eb287680",7,"C6"
"Zm00001eb293150",6,"C1"
"Zm00001eb288920",7,"C6"
"Zm00001eb261600",2,"C2"
"Zm00001eb275770",2,"C2"
"Zm00001eb286860",2,"C2"
"Zm00001eb266050",2,"C2"
"Zm00001eb279260",2,"C2"
"Zm00001eb260890",2,"C2"
"Zm00001eb293340",6,"C1"
"Zm00001eb285200",2,"C2"
"Zm00001eb261440",1,"C7"
"Zm00001eb287420",2,"C2"
"Zm00001eb282210",5,"C5"
"Zm00001eb293190",7,"C6"
"Zm00001eb271600",3,"C4"
"Zm00001eb294960",6,"C1"
"Zm00001eb282510",3,"C4"
"Zm00001eb264730",2,"C2"
"Zm00001eb292360",3,"C4"
"Zm00001eb285530",2,"C2"
"Zm00001eb283180",3,"C4"
"Zm00001eb292740",6,"C1"
"Zm00001eb274770",7,"C6"
"Zm00001eb269450",2,"C2"
"Zm00001eb297960",2,"C2"
"Zm00001eb293510",2,"C2"
"Zm00001eb281730",6,"C1"
"Zm00001eb278300",7,"C6"
"Zm00001eb271240",2,"C2"
"Zm00001eb273260",2,"C2"
"Zm00001eb294470",2,"C2"
"Zm00001eb266970",5,"C5"
"Zm00001eb272880",5,"C5"
"Zm00001eb286980",2,"C2"
"Zm00001eb279980",7,"C6"
"Zm00001eb275690",2,"C2"
"Zm00001eb294180",1,"C7"
"Zm00001eb288200",6,"C1"
"Zm00001eb295790",3,"C4"
"Zm00001eb290760",6,"C1"
"Zm00001eb260460",5,"C5"
"Zm00001eb268200",6,"C1"
"Zm00001eb263020",3,"C4"
"Zm00001eb287900",2,"C2"
"Zm00001eb272150",2,"C2"
"Zm00001eb278360",2,"C2"
"Zm00001eb271660",3,"C4"
"Zm00001eb281450",3,"C4"
"Zm00001eb289460",7,"C6"
"Zm00001eb295080",2,"C2"
"Zm00001eb270940",6,"C1"
"Zm00001eb260770",2,"C2"
"Zm00001eb261270",5,"C5"
"Zm00001eb284450",3,"C4"
"Zm00001eb295010",7,"C6"
"Zm00001eb292800",7,"C6"
"Zm00001eb288630",2,"C2"
"Zm00001eb295440",5,"C5"
"Zm00001eb287870",6,"C1"
"Zm00001eb292300",7,"C6"
"Zm00001eb285080",6,"C1"
"Zm00001eb283350",2,"C2"
"Zm00001eb296310",2,"C2"
"Zm00001eb287100",3,"C4"
"Zm00001eb264970",2,"C2"
"Zm00001eb288570",6,"C1"
"Zm00001eb289240",3,"C4"
"Zm00001eb292080",2,"C2"
"Zm00001eb293560",3,"C4"
"Zm00001eb271440",7,"C6"
"Zm00001eb273600",2,"C2"
"Zm00001eb287340",3,"C4"
"Zm00001eb285380",2,"C2"
"Zm00001eb270030",2,"C2"
"Zm00001eb283610",6,"C1"
"Zm00001eb271720",2,"C2"
"Zm00001eb289850",2,"C2"
"Zm00001eb295890",2,"C2"
"Zm00001eb279340",2,"C2"
"Zm00001eb287800",6,"C1"
"Zm00001eb268750",6,"C1"
"Zm00001eb295840",2,"C2"
"Zm00001eb297880",2,"C2"
"Zm00001eb266290",7,"C6"
"Zm00001eb282780",2,"C2"
"Zm00001eb277680",6,"C1"
"Zm00001eb271970",6,"C1"
"Zm00001eb272560",2,"C2"
"Zm00001eb274640",2,"C2"
"Zm00001eb286770",3,"C4"
"Zm00001eb289750",3,"C4"
"Zm00001eb261140",5,"C5"
"Zm00001eb280820",2,"C2"
"Zm00001eb268530",2,"C2"
"Zm00001eb275200",2,"C2"
"Zm00001eb260160",1,"C7"
"Zm00001eb277720",2,"C2"
"Zm00001eb295130",3,"C4"
"Zm00001eb283200",7,"C6"
"Zm00001eb289160",2,"C2"
"Zm00001eb278740",2,"C2"
"Zm00001eb261810",7,"C6"
"Zm00001eb267610",2,"C2"
"Zm00001eb272970",2,"C2"
"Zm00001eb283860",5,"C5"
"Zm00001eb291720",6,"C1"
"Zm00001eb269170",2,"C2"
"Zm00001eb278050",2,"C2"
"Zm00001eb268050",2,"C2"
"Zm00001eb282720",2,"C2"
"Zm00001eb286740",1,"C7"
"Zm00001eb273610",2,"C2"
"Zm00001eb275640",2,"C2"
"Zm00001eb283130",5,"C5"
"Zm00001eb285610",2,"C2"
"Zm00001eb268660",2,"C2"
"Zm00001eb269100",2,"C2"
"Zm00001eb295050",5,"C5"
"Zm00001eb273870",3,"C4"
"Zm00001eb281990",2,"C2"
"Zm00001eb264380",6,"C1"
"Zm00001eb294200",2,"C2"
"Zm00001eb274700",5,"C5"
"Zm00001eb292750",7,"C6"
"Zm00001eb288110",3,"C4"
"Zm00001eb296870",2,"C2"
"Zm00001eb275410",7,"C6"
"Zm00001eb282500",6,"C1"
"Zm00001eb270400",2,"C2"
"Zm00001eb270390",2,"C2"
"Zm00001eb268520",3,"C4"
"Zm00001eb289000",1,"C7"
"Zm00001eb280520",6,"C1"
"Zm00001eb292310",7,"C6"
"Zm00001eb284760",2,"C2"
"Zm00001eb288340",7,"C6"
"Zm00001eb291160",1,"C7"
"Zm00001eb260390",6,"C1"
"Zm00001eb295320",2,"C2"
"Zm00001eb295550",3,"C4"
"Zm00001eb285950",3,"C4"
"Zm00001eb279900",7,"C6"
"Zm00001eb265390",2,"C2"
"Zm00001eb284010",4,"C3"
"Zm00001eb294690",7,"C6"
"Zm00001eb260570",3,"C4"
"Zm00001eb272520",5,"C5"
"Zm00001eb267900",6,"C1"
"Zm00001eb289710",6,"C1"
"Zm00001eb291760",6,"C1"
"Zm00001eb287650",1,"C7"
"Zm00001eb283810",6,"C1"
"Zm00001eb266220",2,"C2"
"Zm00001eb282230",6,"C1"
"Zm00001eb272050",1,"C7"
"Zm00001eb272660",2,"C2"
"Zm00001eb291810",5,"C5"
"Zm00001eb286820",3,"C4"
"Zm00001eb289210",7,"C6"
"Zm00001eb261280",2,"C2"
"Zm00001eb288940",2,"C2"
"Zm00001eb286850",7,"C6"
"Zm00001eb281480",6,"C1"
"Zm00001eb297160",2,"C2"
"Zm00001eb291270",7,"C6"
"Zm00001eb287310",2,"C2"
"Zm00001eb277700",2,"C2"
"Zm00001eb293350",3,"C4"
"Zm00001eb292510",2,"C2"
"Zm00001eb278100",3,"C4"
"Zm00001eb279550",6,"C1"
"Zm00001eb266240",2,"C2"
"Zm00001eb270470",3,"C4"
"Zm00001eb268610",2,"C2"
"Zm00001eb285890",2,"C2"
"Zm00001eb286110",2,"C2"
"Zm00001eb295120",7,"C6"
"Zm00001eb270670",2,"C2"
"Zm00001eb288070",3,"C4"
"Zm00001eb296520",2,"C2"
"Zm00001eb296690",2,"C2"
"Zm00001eb294750",6,"C1"
"Zm00001eb284300",2,"C2"
"Zm00001eb277790",2,"C2"
"Zm00001eb293670",7,"C6"
"Zm00001eb267510",2,"C2"
"Zm00001eb260230",6,"C1"
"Zm00001eb281570",6,"C1"
"Zm00001eb282310",2,"C2"
"Zm00001eb296200",6,"C1"
"Zm00001eb261820",2,"C2"
"Zm00001eb277880",6,"C1"
"Zm00001eb266560",2,"C2"
"Zm00001eb273620",3,"C4"
"Zm00001eb261540",2,"C2"
"Zm00001eb290650",5,"C5"
"Zm00001eb275740",6,"C1"
"Zm00001eb267730",3,"C4"
"Zm00001eb278640",2,"C2"
"Zm00001eb283470",4,"C3"
"Zm00001eb286490",1,"C7"
"Zm00001eb290360",3,"C4"
"Zm00001eb272780",6,"C1"
"Zm00001eb293720",2,"C2"
"Zm00001eb285090",6,"C1"
"Zm00001eb291800",2,"C2"
"Zm00001eb270650",7,"C6"
"Zm00001eb295560",3,"C4"
"Zm00001eb264760",3,"C4"
"Zm00001eb275660",6,"C1"
"Zm00001eb266430",7,"C6"
"Zm00001eb261520",2,"C2"
"Zm00001eb294640",6,"C1"
"Zm00001eb296300",6,"C1"
"Zm00001eb289060",7,"C6"
"Zm00001eb264480",6,"C1"
"Zm00001eb295370",2,"C2"
"Zm00001eb259870",2,"C2"
"Zm00001eb286170",2,"C2"
"Zm00001eb289200",7,"C6"
"Zm00001eb288800",5,"C5"
"Zm00001eb272190",2,"C2"
"Zm00001eb280280",2,"C2"
"Zm00001eb296080",6,"C1"
"Zm00001eb296450",6,"C1"
"Zm00001eb260310",2,"C2"
"Zm00001eb282940",3,"C4"
"Zm00001eb285690",7,"C6"
"Zm00001eb278350",2,"C2"
"Zm00001eb280950",1,"C7"
"Zm00001eb288380",2,"C2"
"Zm00001eb288400",3,"C4"
"Zm00001eb291100",2,"C2"
"Zm00001eb274210",2,"C2"
"Zm00001eb274760",2,"C2"
"Zm00001eb295870",6,"C1"
"Zm00001eb267590",5,"C5"
"Zm00001eb279070",7,"C6"
"Zm00001eb271450",2,"C2"
"Zm00001eb280560",1,"C7"
"Zm00001eb296150",2,"C2"
"Zm00001eb266720",2,"C2"
"Zm00001eb263160",5,"C5"
"Zm00001eb287910",2,"C2"
"Zm00001eb267410",6,"C1"
"Zm00001eb269720",1,"C7"
"Zm00001eb279430",1,"C7"
"Zm00001eb297110",5,"C5"
"Zm00001eb281330",3,"C4"
"Zm00001eb280080",6,"C1"
"Zm00001eb261190",2,"C2"
"Zm00001eb280380",3,"C4"
"Zm00001eb291080",3,"C4"
"Zm00001eb271820",1,"C7"
"Zm00001eb279750",7,"C6"
"Zm00001eb284170",7,"C6"
"Zm00001eb281490",5,"C5"
"Zm00001eb261790",3,"C4"
"Zm00001eb295700",6,"C1"
"Zm00001eb292290",6,"C1"
"Zm00001eb285960",7,"C6"
"Zm00001eb284410",6,"C1"
"Zm00001eb291470",2,"C2"
"Zm00001eb278990",2,"C2"
"Zm00001eb282450",2,"C2"
"Zm00001eb278060",6,"C1"
"Zm00001eb265510",2,"C2"
"Zm00001eb264630",4,"C3"
"Zm00001eb277300",7,"C6"
"Zm00001eb261240",3,"C4"
"Zm00001eb289500",6,"C1"
"Zm00001eb295020",6,"C1"
"Zm00001eb297230",6,"C1"
"Zm00001eb278870",2,"C2"
"Zm00001eb278130",3,"C4"
"Zm00001eb296990",4,"C3"
"Zm00001eb295640",6,"C1"
"Zm00001eb276990",2,"C2"
"Zm00001eb287580",3,"C4"
"Zm00001eb272100",1,"C7"
"Zm00001eb282550",6,"C1"
"Zm00001eb271520",3,"C4"
"Zm00001eb282130",2,"C2"
"Zm00001eb289960",3,"C4"
"Zm00001eb287520",3,"C4"
"Zm00001eb272330",2,"C2"
"Zm00001eb295480",2,"C2"
"Zm00001eb284070",5,"C5"
"Zm00001eb290670",3,"C4"
"Zm00001eb275130",7,"C6"
"Zm00001eb277530",2,"C2"
"Zm00001eb288430",5,"C5"
"Zm00001eb294860",5,"C5"
"Zm00001eb290900",2,"C2"
"Zm00001eb268060",2,"C2"
"Zm00001eb269950",1,"C7"
"Zm00001eb283310",2,"C2"
"Zm00001eb281940",3,"C4"
"Zm00001eb287790",5,"C5"
"Zm00001eb279850",2,"C2"
"Zm00001eb270240",6,"C1"
"Zm00001eb276590",3,"C4"
"Zm00001eb289250",6,"C1"
"Zm00001eb260540",6,"C1"
"Zm00001eb279060",6,"C1"
"Zm00001eb293360",7,"C6"
"Zm00001eb266300",3,"C4"
"Zm00001eb275620",3,"C4"
"Zm00001eb293160",2,"C2"
"Zm00001eb292490",2,"C2"
"Zm00001eb295830",4,"C3"
"Zm00001eb277450",2,"C2"
"Zm00001eb287330",2,"C2"
"Zm00001eb290800",6,"C1"
"Zm00001eb284960",7,"C6"
"Zm00001eb269190",6,"C1"
"Zm00001eb280870",2,"C2"
"Zm00001eb264130",2,"C2"
"Zm00001eb260410",1,"C7"
"Zm00001eb286900",2,"C2"
"Zm00001eb289790",5,"C5"
"Zm00001eb294160",3,"C4"
"Zm00001eb273440",1,"C7"
"Zm00001eb297240",6,"C1"
"Zm00001eb280810",7,"C6"
"Zm00001eb296420",3,"C4"
"Zm00001eb265640",3,"C4"
"Zm00001eb293030",2,"C2"
"Zm00001eb274050",2,"C2"
"Zm00001eb287880",6,"C1"
"Zm00001eb276760",6,"C1"
"Zm00001eb282970",3,"C4"
"Zm00001eb289760",2,"C2"
"Zm00001eb288290",7,"C6"
"Zm00001eb270040",3,"C4"
"Zm00001eb287640",2,"C2"
"Zm00001eb273580",6,"C1"
"Zm00001eb271080",7,"C6"
"Zm00001eb273850",2,"C2"
"Zm00001eb288770",3,"C4"
"Zm00001eb274250",2,"C2"
"Zm00001eb273650",2,"C2"
"Zm00001eb294570",2,"C2"
"Zm00001eb274840",7,"C6"
"Zm00001eb273390",6,"C1"
"Zm00001eb282430",1,"C7"
"Zm00001eb274340",2,"C2"
"Zm00001eb293550",2,"C2"
"Zm00001eb279350",3,"C4"
"Zm00001eb281810",2,"C2"
"Zm00001eb293750",2,"C2"
"Zm00001eb285440",2,"C2"
"Zm00001eb280650",3,"C4"
"Zm00001eb278540",2,"C2"
"Zm00001eb267770",3,"C4"
"Zm00001eb280460",2,"C2"
"Zm00001eb287080",3,"C4"
"Zm00001eb293810",5,"C5"
"Zm00001eb282120",7,"C6"
"Zm00001eb268360",7,"C6"
"Zm00001eb269650",6,"C1"
"Zm00001eb277620",2,"C2"
"Zm00001eb284570",6,"C1"
"Zm00001eb269310",6,"C1"
"Zm00001eb282600",2,"C2"
"Zm00001eb276540",7,"C6"
"Zm00001eb292660",2,"C2"
"Zm00001eb268500",1,"C7"
"Zm00001eb280900",6,"C1"
"Zm00001eb290320",2,"C2"
"Zm00001eb283750",5,"C5"
"Zm00001eb260530",3,"C4"
"Zm00001eb279780",7,"C6"
"Zm00001eb292980",7,"C6"
"Zm00001eb284870",2,"C2"
