Gene ID	SAM	P1_P2	P3	P4	P5
Zm00001eb256690	0.049657091	0.07980384	0.090305582	0.083287761	0.085830778
Zm00001eb258400	0	0.001197145	0	0.004334633	0.0050983
Zm00001eb270270	0	0	0.003212733	0.003940575	0.017641219
Zm00001eb273840	0.054152123	0.139277664	0.205525548	0.205410731	0.197920164
Zm00001eb278680	0	0.014365745	0.049130662	0.065190744	0.034784775
Zm00001eb283990	0.010830425	0.041403228	0.043978211	0.068276243	0.064525943
Zm00001eb284010	0.010830425	0.018657466	0.037552744	0.056261341	0.031736156
Zm00001eb288420	0.392761696	0.416937079	0.431565173	0.414899166	0.386138603
Zm00001eb289480	0.054152123	0.07862815	0.097595929	0.109273633	0.123111835
Zm00001eb292690	0.021660849	0.06076098	0.149940631	0.332782352	0.203724831
Zm00001eb296340	0.043321699	0.048089241	0.081197604	0.059971407	0.064437917
Zm00001eb300360	0.129965096	0.221063201	0.260628854	0.168509761	0.199339987
Zm00001eb307550	0	0	0	0.001970288	0.005227966
Zm00001eb310260	0	0.025840338	0.034673362	0.037405836	0.046587726
Zm00001eb313510	0	0.001197145	0.00240955	0.001182173	0.001773322
Zm00001eb316660	0.064982548	0.051387241	0.072362588	0.065711018	0.073325526
Zm00001eb317770	0	0.001197145	0.000803183	0.000788115	0.00044333
Zm00001eb318060	0	0.002394291	0	0.001182173	0.000664996
Zm00001eb319090	0.175127155	0.254434349	0.379673097	0.43125092	0.43080056
Zm00001eb319350	0.097473822	0.148447977	0.12846464	0.129170328	0.113982624
Zm00001eb324600	0.010830425	0.022248902	0.018139865	0.028833159	0.034119779
Zm00001eb327140	0	0.001197145	0.003212733	0.000788115	0.005671297
Zm00001eb333350	0	0.008380018	0.00722865	0.00788115	0.007979948
Zm00001eb333460	0.181462547	0.186711479	0.25447635	0.200311191	0.226472564
Zm00001eb335060	0	0.001197145	0	0	0.000886661
Zm00001eb336820	0.021660849	0.102074198	0.105839026	0.103876624	0.093822357
Zm00001eb344160	0.010830425	0.016263175	0.02182243	0.018550973	0.016971187
Zm00001eb344600	0.010830425	0.023446048	0.017336681	0.021807084	0.0206902
Zm00001eb346880	0	0.001197145	0.004015916	0.00157623	0.005449631
Zm00001eb348760	0.043321699	0.068847562	0.079864199	0.079778576	0.079067822
Zm00001eb349820	0.274441337	0.322196231	0.377746467	0.347310764	0.353473786
Zm00001eb350280	0	0.03013206	0.015396963	0.018260566	0.03044347
Zm00001eb353230	0	0.019357751	0.015396963	0.017963097	0.029962473
Zm00001eb353470	0.021660849	0.005985727	0.00977468	0.015762301	0.02632383
Zm00001eb356930	0.021660849	0.010774309	0.030187614	0.050015677	0.026102164
Zm00001eb359740	0	0.001197145	0	0.002364345	0.003103313
Zm00001eb360120	0.054152123	0.076912689	0.072362588	0.078559071	0.10354733
Zm00001eb360750	0.038826666	0.043797519	0.073635603	0.104411023	0.137232807
Zm00001eb364110	0.032491274	0.079418446	0.115477226	0.096983186	0.100369045
Zm00001eb364850	0.088483758	0.247247578	0.407481788	0.366690488	0.424760091
Zm00001eb365340	0.032491274	0.06125784	0.070483259	0.059279881	0.054107317
Zm00001eb368640	0	0.003591436	0.001273015	0.001018624	0.000886661
Zm00001eb368850	0.017165817	0.013868884	0.008031833	0.010476004	0.020430868
Zm00001eb370600	0	0.012671739	0.011503133	0.014186071	0.023977512
Zm00001eb370960	0.043321699	0.074629864	0.060178358	0.047294606	0.040899402
Zm00001eb371980	0	0.002394291	0.013654116	0.026632363	0.016570559
Zm00001eb372360	0	0.010774309	0.010441383	0.008803186	0.010769597
Zm00001eb372490	0	0.011971454	0.032066942	0.076655744	0.120193584
Zm00001eb373970	0.043321699	0.041606653	0.053283059	0.060923071	0.066575263
Zm00001eb375580	0	0.004788582	0.001606367	0.00630492	0.013207915
Zm00001eb379950	0	0.004788582	0.012850933	0.022691788	0.040180073
Zm00001eb383050	0.021660849	0.015766315	0.05582909	0.052119885	0.049122016
Zm00001eb384240	0.054152123	0.083620157	0.155971049	0.22970966	0.228326635
Zm00001eb384760	0.103809215	0.191703485	0.279330345	0.305807832	0.329019909
Zm00001eb387280	0.119134672	0.148561392	0.266705267	0.360268174	0.247951718
Zm00001eb390910	0.054152123	0.090893039	0.088214989	0.09162993	0.081410168
Zm00001eb393300	0.032491274	0.089109023	0.099200988	0.099869089	0.107466305
Zm00001eb395560	0.16245637	0.194684647	0.168898074	0.212873367	0.228982261
Zm00001eb395640	0.043321699	0.083506742	0.092034035	0.074878633	0.074170187
Zm00001eb398190	0	0.019154326	0.037219393	0.021346066	0.018787212
Zm00001eb399830	0.010830425	0.054278392	0.059375174	0.069785513	0.071581564
Zm00001eb406520	0.038826666	0.073636144	0.071422924	0.07721335	0.069347885
Zm00001eb408000	0.060487516	0.060964405	0.037219393	0.038030403	0.053998651
Zm00001eb413920	0.010830425	0.019854611	0.016200147	0.023152805	0.042765084
Zm00001eb417490	0	0.001197145	0	0.002364345	0.003768309
Zm00001eb421100	0.010830425	0.033226636	0.044114692	0.024268018	0.023442182
Zm00001eb423100	0	0	0.000803183	0.002037248	0.0050983
Zm00001eb424290	1.056745385	1.160731017	1.160549069	1.085103786	1.013256792
Zm00001eb424710	0.010830425	0.025343478	0.033733698	0.043777717	0.039034081
Zm00001eb429330	0.032491274	0.031014315	0.01941288	0.019375779	0.022241856
Zm00001eb429830	0	0.005985727	0.010441383	0.010208805	0.009661271
Zm00001eb432140	0	0.001197145	0.00240955	0.010379416	0.007666284
Zm00001eb432460	0.010830425	0.009577163	0.015396963	0.014319991	0.018971211
Zm00001eb433050	0.263364844	0.324166115	0.340756851	0.358041963	0.392745338
Zm00001eb433430	0.173286795	0.189084314	0.185036523	0.1941157	0.211918768
Zm00001eb433460	0.196788004	0.518717814	0.819377772	0.782484575	0.693989083
Zm00001eb002490	0.064982548	0.075036714	0.097397751	0.09327312	0.11776796
Zm00001eb011070	0	0.009577163	0.011244566	0.014810637	0.013651245
Zm00001eb016100	0.136300489	0.163535462	0.177926106	0.182681612	0.172226554
Zm00001eb027720	0.032491274	0.079621871	0.105762935	0.104076222	0.111544306
Zm00001eb030990	0	0.013372024	0.015260483	0.020915318	0.014316241
Zm00001eb032670	0.010830425	0.007182872	0.027778064	0.035926195	0.111302724
Zm00001eb038010	0.064982548	0.148469433	0.172579331	0.15157235	0.161557677
Zm00001eb050790	0	0.003094576	0.012654062	0.009063323	0.010899263
Zm00001eb054480	0.330433821	0.402121574	0.445839997	0.43713966	0.425436263
Zm00001eb056760	0.074804558	0.117072067	0.103900616	0.082815185	0.063914939
Zm00001eb059920	0.010830425	0.059270399	0.118962921	0.192853085	0.159683996
Zm00001eb064180	0	0.003591436	0.010441383	0.01284035	0.00921794
Zm00001eb066260	0.075812973	0.087708453	0.112310488	0.104016965	0.126144851
Zm00001eb070890	0	0.025546903	0.011244566	0.021413027	0.012229254
Zm00001eb073560	0	0.002394291	0.010577864	0.006535429	0.010861596
Zm00001eb080690	0	0.004788582	0.005622283	0.01921223	0.027950819
Zm00001eb084180	0.426067283	0.546828065	0.536191908	0.555945666	0.520650651
Zm00001eb101280	0.043321699	0.071852128	0.110856304	0.164039959	0.232282194
Zm00001eb107800	0.049657091	0.054552322	0.104369141	0.085823359	0.129194192
Zm00001eb107900	0.021660849	0.027037484	0.042024098	0.046796257	0.047587026
Zm00001eb142500	0.07131794	0.067446992	0.108234182	0.200147001	0.171648882
Zm00001eb145040	0.010830425	0.004788582	0.005622283	0.008899774	0.011212927
Zm00001eb148290	0.038826666	0.060060694	0.115674096	0.10631435	0.122192544
Zm00001eb152630	0	0.003591436	0.008031833	0.010245496	0.009661271
Zm00001eb156040	0.136300489	0.174450779	0.231352115	0.198815404	0.178253515
Zm00001eb157950	0.017165817	0.025840338	0.030187614	0.076060806	0.133183806
Zm00001eb158520	0	0.042803799	0.076651466	0.1046042	0.115810279
Zm00001eb175540	0.010830425	0.037518357	0.029976349	0.031057163	0.032200125
Zm00001eb178160	0.032491274	0.036117787	0.048797311	0.061183208	0.060297277
Zm00001eb179290	0.021660849	0.01506603	0.023292315	0.024632447	0.026934492
Zm00001eb182650	0	0.006686012	0.004152397	0.005910863	0.011656258
Zm00001eb188100	0	0.002394291	0.0048191	0.009851438	0.011083262
Zm00001eb190120	0	0.003591436	0.006425466	0.010081947	0.012986249
Zm00001eb198470	0.086643398	0.127711111	0.134995251	0.111659903	0.101305003
Zm00001eb200970	0	0.040409508	0.066543435	0.064930606	0.087373426
Zm00001eb207450	0.25727552	0.201574084	0.274266029	0.285576336	0.340979594
Zm00001eb210530	0.075812973	0.070723537	0.099277079	0.082819681	0.104931655
Zm00001eb219990	0.021660849	0.03013206	0.027914545	0.023613823	0.024772173
Zm00001eb231040	0.055992483	0.100358737	0.093048483	0.07872262	0.079548819
Zm00001eb231360	0.054152123	0.088205313	0.221895084	0.274127351	0.228224905
Zm00001eb234270	0.161642058	0.206656101	0.220680955	0.21650424	0.219212305
Zm00001eb234620	0.075812973	0.103768203	0.135678895	0.152954762	0.201319412
Zm00001eb238140	0	0.005985727	0.012047749	0.027554398	0.026746521
Zm00001eb240100	0.021660849	0.009577163	0.032733645	0.089429133	0.072861196
Zm00001eb242480	0	0.032322926	0.033733698	0.029591646	0.030037806
Zm00001eb246270	0.267097531	0.444440033	0.427409965	0.414637195	0.467123088
Zm00001eb252160	0	0.002394291	0.000803183	0.009457381	0.006465958
Zm00001eb259370	0.032491274	0.073432719	0.07061974	0.087823275	0.083886152
Zm00001eb270930	0.043321699	0.077927865	0.072226107	0.082105589	0.073693524
Zm00001eb271520	0.021660849	0.044204369	0.037552744	0.039860349	0.033379451
Zm00001eb273390	0.032491274	0.042103514	0.043781341	0.047948801	0.038164086
Zm00001eb279120	0.10096044	0.091096464	0.109112149	0.139385554	0.154702361
Zm00001eb280600	0	0.001197145	0.000803183	0.005516805	0.013780911
Zm00001eb287710	0.120975032	0.123307924	0.140512389	0.157913961	0.178358208
Zm00001eb293840	0	0.022248902	0.016669979	0.014810637	0.023350182
Zm00001eb299540	0.043321699	0.074133004	0.079591237	0.088998385	0.106299674
Zm00001eb315750	0.107295833	0.227304906	0.251115356	0.344687695	0.510015968
Zm00001eb319590	0.043321699	0.122314204	0.131344022	0.136338027	0.151682687
Zm00001eb324750	0.021660849	0.051387241	0.052343395	0.059272818	0.059540282
Zm00001eb328570	0	0.003591436	0.011244566	0.018818173	0.01289425
Zm00001eb332640	0	0.025343478	0.039628943	0.055726301	0.068482224
Zm00001eb349900	0.064982548	0.064849276	0.07784839	0.085719067	0.096157045
Zm00001eb356430	0	0.007883157	0.00240955	0.005122748	0.005800962
Zm00001eb362240	0.010830425	0.025140053	0.025171644	0.025911208	0.029464809
Zm00001eb371000	0.010830425	0.022745762	0.020882766	0.02078846	0.019987537
Zm00001eb372660	0	0.004788582	0.009304848	0.014773947	0.022998851
Zm00001eb384820	0.064982548	0.090599604	0.109461202	0.110812531	0.153544035
Zm00001eb385190	0	0.003591436	0.01700333	0.034810982	0.049900011
Zm00001eb386770	0.010830425	0.070744993	0.081667436	0.064633137	0.071401538
Zm00001eb386830	0.103809215	0.134103688	0.147680649	0.17097904	0.172093276
Zm00001eb395380	0.010830425	0.004788582	0.009896767	0.022825708	0.025031505
Zm00001eb406950	0.043321699	0.026337199	0.055495739	0.074588868	0.04478071
Zm00001eb407530	0.049657091	0.09279047	0.09003262	0.089161934	0.081393501
Zm00001eb409460	0	0.002394291	0.00722865	0.014319991	0.013023916
Zm00001eb417610	0.064982548	0.123687575	0.17271712	0.166494342	0.247465178
Zm00001eb423330	0.021660849	0.105959069	0.096654957	0.096708925	0.087323769
Zm00001eb427020	0.010830425	0.020351472	0.040159165	0.057175673	0.067114566
Zm00001eb041540	0	0.005985727	0.003212733	0.011494628	0.013596912
Zm00001eb051350	0	0.003094576	0.017670032	0.014974186	0.017273222
Zm00001eb067800	0.017165817	0.009080303	0.013790597	0.057435202	0.035103134
Zm00001eb071110	0.038826666	0.161031655	0.251611362	0.304366771	0.320981728
Zm00001eb073010	0.021660849	0.035914362	0.052343395	0.057770611	0.035228105
Zm00001eb099980	0.049657091	0.09229361	0.078181741	0.088938487	0.087955431
Zm00001eb103490	0.136300489	0.114542512	0.130874189	0.140932797	0.139076768
Zm00001eb117090	0	0.017460321	0.016866849	0.017174982	0.023534181
Zm00001eb120740	0.075812973	0.166812008	0.187188814	0.212720151	0.237904267
Zm00001eb143990	0.29059874	0.245688442	0.311457676	0.289466608	0.33897731
Zm00001eb160120	0.010830425	0.024643193	0.030324095	0.036684682	0.061589602
Zm00001eb163520	0.297942547	0.43095304	0.391051794	0.389083955	0.3754667
Zm00001eb178450	0.1896383	0.210919607	0.20517911	0.257798457	0.286859618
Zm00001eb183160	0.010830425	0.024643193	0.029384431	0.02860265	0.032660122
Zm00001eb187250	0.103809215	0.118834233	0.129662871	0.146873288	0.146814773
Zm00001eb204110	0	0.002394291	0.008031833	0.020394403	0.044412713
Zm00001eb237340	0	0.019854611	0.015260483	0.023673721	0.025842833
Zm00001eb254600	0	0.024643193	0.045584577	0.096001894	0.18477814
Zm00001eb254990	0.032491274	0.040206083	0.035613027	0.048997053	0.065654909
Zm00001eb259650	0.226624606	0.278600188	0.298940095	0.285078628	0.308979051
Zm00001eb270470	0.226624606	0.283907085	0.349770225	0.395708764	0.526061045
Zm00001eb279580	0	0.016263175	0.016063666	0.059183292	0.08294913
Zm00001eb313350	0	0.009080303	0.009638199	0.024104469	0.036135766
Zm00001eb325550	0.086643398	0.188992355	0.210528432	0.179468612	0.183879561
Zm00001eb359500	0	0.033226636	0.039962294	0.095339996	0.144840425
Zm00001eb367300	0.032491274	0.096360451	0.117356554	0.164784191	0.214761973
Zm00001eb393510	0	0.009577163	0.00722865	0.010081947	0.007979948
Zm00001eb428070	0	0.010277448	0.008031833	0.012215783	0.008109614
Zm00001eb002830	0	0.021752042	0.046463852	0.035175412	0.046997363
Zm00001eb073830	0.161642058	0.261120361	0.306807965	0.308687921	0.348631357
Zm00001eb078590	0.060487516	0.043300659	0.06309988	0.059399677	0.064362584
Zm00001eb087050	0.570172953	0.655536952	0.641726754	0.662810969	0.618230848
Zm00001eb102440	0.054152123	0.04519809	0.050737028	0.058684943	0.061129605
Zm00001eb103370	0.161447956	0.162044882	0.183749113	0.16491105	0.178780539
Zm00001eb107280	0.131805456	0.122832519	0.141982275	0.143422717	0.169115295
Zm00001eb208150	0.043321699	0.076527295	0.102626293	0.104277102	0.103379998
Zm00001eb255490	0.064982548	0.048789526	0.050873509	0.051658867	0.06905522
Zm00001eb271500	0.021660849	0.021548617	0.030520965	0.025844248	0.042785723
Zm00001eb296830	0.017165817	0.024846618	0.025368514	0.031197504	0.032622456
Zm00001eb311960	0.021660849	0.07722758	0.081864306	0.059800796	0.068130893
Zm00001eb326210	0	0	0	0.003382969	0.015018903
Zm00001eb335900	0.676778976	0.660566914	0.717248419	0.707611343	0.713139744
Zm00001eb001550	0.021660849	0.017460321	0.018943048	0.008505717	0.014353907
Zm00001eb062460	0.510887954	0.527164173	0.42175785	0.356348882	0.344467242
Zm00001eb074810	0.010830425	0.007182872	0.008501665	0.00630492	0.005763296
Zm00001eb085420	0.196788004	0.165342883	0.186704587	0.181065517	0.186894847
Zm00001eb090510	0.097473822	0.100877052	0.094518369	0.10936316	0.094643416
Zm00001eb092230	0.140795521	0.105168774	0.155107477	0.14322312	0.145969751
Zm00001eb130260	0.147130913	0.168386855	0.150091507	0.140359176	0.1586735
Zm00001eb136360	0.032491274	0.023942908	0.029051079	0.050380106	0.045905703
Zm00001eb136750	0.755513894	0.713065388	0.662804061	0.599833844	0.569939997
Zm00001eb138920	0.021660849	0.073929579	0.032597164	0.015368243	0.015002236
Zm00001eb148190	0	0.002394291	0.012517581	0.006698978	0.013207915
Zm00001eb169130	0.161447956	0.12730621	0.136816737	0.16076189	0.181160551
Zm00001eb170530	0.179622187	0.126690191	0.131799459	0.173232031	0.200186762
Zm00001eb181760	0.032491274	0.03112578	0.043508379	0.034877943	0.024550508
Zm00001eb187310	0.010830425	0.021051757	0.013654116	0.018357155	0.02271888
Zm00001eb187720	0.038826666	0.01506603	0.041568661	0.040922726	0.047344721
Zm00001eb194220	0.222943886	0.136365058	0.224258639	0.21623062	0.225218628
Zm00001eb199970	0.114639639	0.113141941	0.143453468	0.098760297	0.09020975
Zm00001eb218880	0.060487516	0.079915306	0.087821248	0.071696545	0.05213333
Zm00001eb227200	0.18595758	0.255834919	0.202919128	0.224221842	0.288005611
Zm00001eb234170	0.125470064	0.147068862	0.153485408	0.138003142	0.126918513
Zm00001eb245040	0.010830425	0.006686012	0.003212733	0.008111659	0.01342958
Zm00001eb255160	0.331002065	0.413332995	0.40139503	0.283082211	0.236164009
Zm00001eb256650	0.064982548	0.044994665	0.051465428	0.074090518	0.059372949
Zm00001eb282920	0.010830425	0.01556289	0.009638199	0.017963097	0.015332567
Zm00001eb301280	0.075812973	0.06405898	0.060708579	0.058454434	0.072434532
Zm00001eb302890	0	0.001197145	0.009638199	0.007323544	0.004433305
Zm00001eb312600	0.021660849	0.107653075	0.089229437	0.038588009	0.022296189
Zm00001eb349860	0.148971273	0.121725384	0.133010777	0.144054988	0.143083408
Zm00001eb352860	0.114639639	0.110454215	0.125858219	0.09907969	0.114722952
Zm00001eb369190	0.032491274	0.018426842	0.03159711	0.026862872	0.031091799
Zm00001eb382780	0.010830425	0.003591436	0.004485749	0.009814748	0.005763296
Zm00001eb385850	0.032491274	0.027534344	0.019746231	0.031197504	0.019138543
Zm00001eb394180	0.07131794	0.067040142	0.071286443	0.087094416	0.077754497
Zm00001eb413540	0.038826666	0.029928635	0.047660776	0.039472712	0.037482424
Zm00001eb416800	0.18411722	0.175620331	0.196296792	0.200829574	0.178350624
