"gene","total_umi","detected_spots","pass_minimum_100_reads"
"Zm00001eb349990",47,44,FALSE
"Zm00001eb351000",74653,17599,TRUE
"Zm00001eb358450",11341,7366,TRUE
"Zm00001eb370320",22424,11692,TRUE
"Zm00001eb351860",1,1,FALSE
"Zm00001eb348700",2813,2444,TRUE
"Zm00001eb366880",1977,1675,TRUE
"Zm00001eb350850",0,0,FALSE
"Zm00001eb345750",1609,1339,TRUE
"Zm00001eb332400",6072,4480,TRUE
"Zm00001eb349390",8391,6174,TRUE
"Zm00001eb354200",28726,12510,TRUE
"Zm00001eb338960",2307,2091,TRUE
"Zm00001eb353090",1,1,FALSE
"Zm00001eb349120",147,131,TRUE
"Zm00001eb363840",13444,8514,TRUE
"Zm00001eb362180",12137,8084,TRUE
"Zm00001eb363800",464,443,TRUE
"Zm00001eb343820",5318,4313,TRUE
"Zm00001eb361060",0,0,FALSE
"Zm00001eb359070",2,1,FALSE
"Zm00001eb368950",9814,6602,TRUE
"Zm00001eb339620",27,27,FALSE
"Zm00001eb334500",22,22,FALSE
"Zm00001eb340680",1,1,FALSE
"Zm00001eb338130",0,0,FALSE
"Zm00001eb340540",0,0,FALSE
"Zm00001eb362320",0,0,FALSE
"Zm00001eb349540",3944,3409,TRUE
"Zm00001eb337270",15,13,FALSE
"Zm00001eb360870",5,5,FALSE
"Zm00001eb343650",147,144,TRUE
"Zm00001eb349170",12656,8571,TRUE
"Zm00001eb363400",503,478,TRUE
"Zm00001eb354700",0,0,FALSE
"Zm00001eb336880",4565,3249,TRUE
"Zm00001eb351560",2,2,FALSE
"Zm00001eb368140",0,0,FALSE
"Zm00001eb353650",24629,11684,TRUE
"Zm00001eb360970",5701,4586,TRUE
"Zm00001eb343400",0,0,FALSE
"Zm00001eb371150",4497,3656,TRUE
"Zm00001eb348940",1892,1720,TRUE
"Zm00001eb337850",0,0,FALSE
"Zm00001eb345720",12804,8159,TRUE
"Zm00001eb347030",19,19,FALSE
"Zm00001eb336590",8769,6579,TRUE
"Zm00001eb361130",9175,6282,TRUE
"Zm00001eb352710",860,824,TRUE
"Zm00001eb333670",32162,13048,TRUE
"Zm00001eb348170",0,0,FALSE
"Zm00001eb352180",253801,19484,TRUE
"Zm00001eb360890",22352,10076,TRUE
"Zm00001eb345500",0,0,FALSE
"Zm00001eb338190",18417,10359,TRUE
"Zm00001eb345570",14718,9149,TRUE
"Zm00001eb353320",4370,3650,TRUE
"Zm00001eb363680",0,0,FALSE
"Zm00001eb355210",1260,1161,TRUE
"Zm00001eb348970",2,2,FALSE
"Zm00001eb367260",7,7,FALSE
"Zm00001eb363270",45,45,FALSE
"Zm00001eb332200",9171,6332,TRUE
"Zm00001eb346050",0,0,FALSE
"Zm00001eb358880",29,28,FALSE
"Zm00001eb348080",11997,7848,TRUE
"Zm00001eb370840",0,0,FALSE
"Zm00001eb338120",2,2,FALSE
"Zm00001eb354350",0,0,FALSE
"Zm00001eb336080",5320,4390,TRUE
"Zm00001eb363900",2,2,FALSE
"Zm00001eb362560",12145,7654,TRUE
"Zm00001eb364570",3,3,FALSE
"Zm00001eb337370",5,5,FALSE
"Zm00001eb334360",2597,2314,TRUE
"Zm00001eb347120",59,54,FALSE
"Zm00001eb338890",6123,4786,TRUE
"Zm00001eb357640",1438,1355,TRUE
"Zm00001eb362640",12761,7435,TRUE
"Zm00001eb360240",1,1,FALSE
"Zm00001eb347200",42671,15084,TRUE
"Zm00001eb361470",10282,7402,TRUE
"Zm00001eb338700",9,9,FALSE
"Zm00001eb349100",7,7,FALSE
"Zm00001eb345390",0,0,FALSE
"Zm00001eb349140",12113,7870,TRUE
"Zm00001eb333230",12843,7764,TRUE
"Zm00001eb361550",0,0,FALSE
"Zm00001eb363480",2430,2154,TRUE
"Zm00001eb342200",711,671,TRUE
"Zm00001eb347590",6369,5029,TRUE
"Zm00001eb360420",274,262,TRUE
"Zm00001eb369210",20552,11202,TRUE
"Zm00001eb345060",7685,5840,TRUE
"Zm00001eb333740",13,13,FALSE
"Zm00001eb355750",5458,4435,TRUE
"Zm00001eb359630",3,2,FALSE
"Zm00001eb338650",3,3,FALSE
"Zm00001eb339870",2165,1958,TRUE
"Zm00001eb369410",4,4,FALSE
"Zm00001eb337590",1380,1274,TRUE
"Zm00001eb352840",8079,5887,TRUE
"Zm00001eb343080",6214,4624,TRUE
"Zm00001eb337770",526,499,TRUE
"Zm00001eb336240",0,0,FALSE
"Zm00001eb348510",11,11,FALSE
"Zm00001eb367880",0,0,FALSE
"Zm00001eb339560",13,13,FALSE
"Zm00001eb363300",76,75,FALSE
"Zm00001eb360720",3,3,FALSE
"Zm00001eb336200",1,1,FALSE
"Zm00001eb337990",11489,7581,TRUE
"Zm00001eb336690",1245,968,TRUE
"Zm00001eb348440",0,0,FALSE
"Zm00001eb342980",9424,6652,TRUE
"Zm00001eb333080",0,0,FALSE
"Zm00001eb336740",12270,7969,TRUE
"Zm00001eb362800",0,0,FALSE
"Zm00001eb336950",2927,2612,TRUE
"Zm00001eb335820",11199,7612,TRUE
"Zm00001eb354630",0,0,FALSE
"Zm00001eb346300",10424,7163,TRUE
"Zm00001eb367480",0,0,FALSE
"Zm00001eb350580",4444,3278,TRUE
"Zm00001eb333100",81239,17676,TRUE
"Zm00001eb344400",3,3,FALSE
"Zm00001eb357850",6,6,FALSE
"Zm00001eb351240",2,2,FALSE
"Zm00001eb366430",9644,6884,TRUE
"Zm00001eb365660",14890,9348,TRUE
"Zm00001eb346250",4647,3914,TRUE
"Zm00001eb351530",0,0,FALSE
"Zm00001eb368650",358,354,TRUE
"Zm00001eb343430",498,482,TRUE
"Zm00001eb353100",0,0,FALSE
"Zm00001eb339270",203629,19318,TRUE
"Zm00001eb361230",2768,2429,TRUE
"Zm00001eb346080",12,12,FALSE
"Zm00001eb340360",0,0,FALSE
"Zm00001eb365010",5242,4351,TRUE
"Zm00001eb355520",0,0,FALSE
"Zm00001eb366690",4797,3967,TRUE
"Zm00001eb355360",15329,9099,TRUE
"Zm00001eb348280",18575,9947,TRUE
"Zm00001eb345950",4816,3698,TRUE
"Zm00001eb345810",29,29,FALSE
"Zm00001eb367590",5,5,FALSE
"Zm00001eb360860",26945,12901,TRUE
"Zm00001eb353350",0,0,FALSE
"Zm00001eb353830",1415,1341,TRUE
"Zm00001eb353530",4,4,FALSE
"Zm00001eb334410",5408,4345,TRUE
"Zm00001eb366300",119,110,TRUE
"Zm00001eb365910",0,0,FALSE
"Zm00001eb335670",4444,3698,TRUE
"Zm00001eb362470",9175,6225,TRUE
"Zm00001eb359260",2,2,FALSE
"Zm00001eb343700",0,0,FALSE
"Zm00001eb354980",0,0,FALSE
"Zm00001eb355440",0,0,FALSE
"Zm00001eb368110",0,0,FALSE
"Zm00001eb357810",12,12,FALSE
"Zm00001eb349730",5941,4768,TRUE
"Zm00001eb348380",16,16,FALSE
"Zm00001eb337240",7264,5334,TRUE
"Zm00001eb333520",33173,12102,TRUE
"Zm00001eb335990",1008,962,TRUE
"Zm00001eb341700",0,0,FALSE
"Zm00001eb344570",21664,11467,TRUE
"Zm00001eb333880",0,0,FALSE
"Zm00001eb362860",29532,13723,TRUE
"Zm00001eb343780",11904,8076,TRUE
"Zm00001eb334540",103,69,TRUE
"Zm00001eb337490",11,11,FALSE
"Zm00001eb362970",0,0,FALSE
"Zm00001eb337040",33348,13289,TRUE
"Zm00001eb369490",3265,2694,TRUE
"Zm00001eb344930",34,33,FALSE
"Zm00001eb345250",207,200,TRUE
"Zm00001eb339770",3188,2784,TRUE
"Zm00001eb335280",0,0,FALSE
"Zm00001eb353250",1,1,FALSE
"Zm00001eb335050",264,256,TRUE
"Zm00001eb354990",223,215,TRUE
"Zm00001eb340590",21064,11420,TRUE
"Zm00001eb334220",26876,12572,TRUE
"Zm00001eb361370",1444,1360,TRUE
"Zm00001eb348410",0,0,FALSE
"Zm00001eb364630",1,1,FALSE
"Zm00001eb366800",6870,5351,TRUE
"Zm00001eb358370",492,469,TRUE
"Zm00001eb346030",7042,5514,TRUE
"Zm00001eb368730",0,0,FALSE
"Zm00001eb358020",1,1,FALSE
"Zm00001eb341060",3,3,FALSE
"Zm00001eb360260",167,161,TRUE
"Zm00001eb370050",5938,4781,TRUE
"Zm00001eb354430",421,400,TRUE
"Zm00001eb352050",2,2,FALSE
"Zm00001eb336360",0,0,FALSE
"Zm00001eb359980",1,1,FALSE
"Zm00001eb367360",12,12,FALSE
"Zm00001eb349410",10436,7300,TRUE
"Zm00001eb369350",313102,17102,TRUE
"Zm00001eb360210",0,0,FALSE
"Zm00001eb344290",14,14,FALSE
"Zm00001eb346620",2328,2105,TRUE
"Zm00001eb340120",0,0,FALSE
"Zm00001eb345140",245,238,TRUE
"Zm00001eb335230",671,647,TRUE
"Zm00001eb348350",2,2,FALSE
"Zm00001eb369880",6298,4990,TRUE
"Zm00001eb362700",5563,4364,TRUE
"Zm00001eb342850",5,5,FALSE
"Zm00001eb367000",6123,4488,TRUE
"Zm00001eb340570",4269,3559,TRUE
"Zm00001eb336410",26301,10222,TRUE
"Zm00001eb349840",14951,8947,TRUE
"Zm00001eb346750",12861,7500,TRUE
"Zm00001eb357160",3836,3267,TRUE
"Zm00001eb332770",30048,11889,TRUE
"Zm00001eb365900",5,5,FALSE
"Zm00001eb363540",2686,2400,TRUE
"Zm00001eb354170",28622,13066,TRUE
"Zm00001eb346460",0,0,FALSE
"Zm00001eb369340",21905,9869,TRUE
"Zm00001eb356350",111,109,TRUE
"Zm00001eb350480",0,0,FALSE
"Zm00001eb367140",45,44,FALSE
"Zm00001eb366350",11697,7210,TRUE
"Zm00001eb346130",0,0,FALSE
"Zm00001eb344350",1,1,FALSE
"Zm00001eb348060",0,0,FALSE
"Zm00001eb341930",170,166,TRUE
"Zm00001eb354720",4627,3704,TRUE
"Zm00001eb365460",2097,1866,TRUE
"Zm00001eb337880",3672,2988,TRUE
"Zm00001eb369710",10293,5806,TRUE
"Zm00001eb344470",1127,1054,TRUE
"Zm00001eb370110",2236,2030,TRUE
"Zm00001eb363630",2157,1937,TRUE
"Zm00001eb350420",0,0,FALSE
"Zm00001eb359490",3,3,FALSE
"Zm00001eb347210",0,0,FALSE
"Zm00001eb352900",180,171,TRUE
"Zm00001eb335140",13671,8998,TRUE
"Zm00001eb358160",5417,4389,TRUE
"Zm00001eb356940",28890,13316,TRUE
"Zm00001eb336820",4157,3535,TRUE
"Zm00001eb361840",1622,1144,TRUE
"Zm00001eb369840",4535,3826,TRUE
"Zm00001eb351550",2,2,FALSE
"Zm00001eb341090",7013,5136,TRUE
"Zm00001eb364840",41544,14764,TRUE
"Zm00001eb340700",6679,5181,TRUE
"Zm00001eb340510",0,0,FALSE
"Zm00001eb362510",2883,2502,TRUE
"Zm00001eb354920",4485,2804,TRUE
"Zm00001eb357800",3,3,FALSE
"Zm00001eb347820",0,0,FALSE
"Zm00001eb363880",39377,14878,TRUE
"Zm00001eb349500",607,592,TRUE
"Zm00001eb359590",4,4,FALSE
"Zm00001eb357540",0,0,FALSE
"Zm00001eb350300",3673,3145,TRUE
"Zm00001eb350240",3582,3114,TRUE
"Zm00001eb370250",0,0,FALSE
"Zm00001eb366540",704,611,TRUE
"Zm00001eb353780",3354,2963,TRUE
"Zm00001eb351590",294,283,TRUE
"Zm00001eb362060",0,0,FALSE
"Zm00001eb349310",0,0,FALSE
"Zm00001eb360850",29,29,FALSE
"Zm00001eb356400",0,0,FALSE
"Zm00001eb345050",98,97,FALSE
"Zm00001eb366380",2439,2143,TRUE
"Zm00001eb332550",5860,4211,TRUE
"Zm00001eb364190",232074,19460,TRUE
"Zm00001eb332430",127,121,TRUE
"Zm00001eb364900",4,4,FALSE
"Zm00001eb353480",13,13,FALSE
"Zm00001eb354750",175,163,TRUE
"Zm00001eb354880",860,786,TRUE
"Zm00001eb344770",53,52,FALSE
"Zm00001eb332870",3153,2559,TRUE
"Zm00001eb347720",10797,7185,TRUE
"Zm00001eb350110",105,105,TRUE
"Zm00001eb359740",299,259,TRUE
"Zm00001eb369170",7525,5672,TRUE
"Zm00001eb334190",632,578,TRUE
"Zm00001eb353820",8444,5993,TRUE
"Zm00001eb352970",106,99,TRUE
"Zm00001eb371200",125727,18869,TRUE
"Zm00001eb355220",1118,1032,TRUE
"Zm00001eb363710",35,30,FALSE
"Zm00001eb334890",0,0,FALSE
"Zm00001eb358130",0,0,FALSE
"Zm00001eb351600",0,0,FALSE
"Zm00001eb347370",0,0,FALSE
"Zm00001eb343330",17,17,FALSE
"Zm00001eb334900",3862,3214,TRUE
"Zm00001eb356530",3965,3363,TRUE
"Zm00001eb366740",19,19,FALSE
"Zm00001eb361170",4341,3439,TRUE
"Zm00001eb368240",15,15,FALSE
"Zm00001eb334770",13643,8336,TRUE
"Zm00001eb337960",0,0,FALSE
"Zm00001eb347040",20,19,FALSE
"Zm00001eb339750",1,1,FALSE
"Zm00001eb370600",781,741,TRUE
"Zm00001eb364680",77245,17368,TRUE
"Zm00001eb342520",0,0,FALSE
"Zm00001eb336500",1451,1323,TRUE
"Zm00001eb333240",49426,15936,TRUE
"Zm00001eb361680",1,1,FALSE
"Zm00001eb364520",722,685,TRUE
"Zm00001eb345780",6946,5336,TRUE
"Zm00001eb350730",1,1,FALSE
"Zm00001eb365560",3453,2990,TRUE
"Zm00001eb364720",24,23,FALSE
"Zm00001eb365960",8962,6475,TRUE
"Zm00001eb368900",875,785,TRUE
"Zm00001eb338750",17,17,FALSE
"Zm00001eb332980",1,1,FALSE
"Zm00001eb333890",20320,10244,TRUE
"Zm00001eb339220",0,0,FALSE
"Zm00001eb370430",35124,13508,TRUE
"Zm00001eb362370",7701,5453,TRUE
"Zm00001eb361000",20395,5703,TRUE
"Zm00001eb342170",0,0,FALSE
"Zm00001eb366060",118,116,TRUE
"Zm00001eb342400",305585,19566,TRUE
"Zm00001eb365740",10531,6510,TRUE
"Zm00001eb344370",0,0,FALSE
"Zm00001eb368640",303,223,TRUE
"Zm00001eb362020",111514,18626,TRUE
"Zm00001eb355790",93,92,FALSE
"Zm00001eb370010",282,212,TRUE
"Zm00001eb354120",0,0,FALSE
"Zm00001eb356490",148182,18622,TRUE
"Zm00001eb352940",4109,3492,TRUE
"Zm00001eb359950",17,17,FALSE
"Zm00001eb363490",5544,3925,TRUE
"Zm00001eb351200",122,122,TRUE
"Zm00001eb355490",0,0,FALSE
"Zm00001eb338010",10647,7303,TRUE
"Zm00001eb343930",22358,11491,TRUE
"Zm00001eb334700",0,0,FALSE
"Zm00001eb344530",619,559,TRUE
"Zm00001eb364020",0,0,FALSE
"Zm00001eb339960",1319,1192,TRUE
"Zm00001eb334370",22,22,FALSE
"Zm00001eb345990",165,163,TRUE
"Zm00001eb363240",35174,14076,TRUE
"Zm00001eb333460",11047,7740,TRUE
"Zm00001eb343110",9986,7332,TRUE
"Zm00001eb352370",101,97,TRUE
"Zm00001eb369100",2,2,FALSE
"Zm00001eb345910",28,27,FALSE
"Zm00001eb337950",938,753,TRUE
"Zm00001eb338850",0,0,FALSE
"Zm00001eb340230",0,0,FALSE
"Zm00001eb346390",0,0,FALSE
"Zm00001eb352250",5321,4297,TRUE
"Zm00001eb352210",3,3,FALSE
"Zm00001eb345210",89,88,FALSE
"Zm00001eb352830",0,0,FALSE
"Zm00001eb346200",16090,9101,TRUE
"Zm00001eb367060",16675,9208,TRUE
"Zm00001eb350950",2138,1913,TRUE
"Zm00001eb342150",8,8,FALSE
"Zm00001eb367860",666,515,TRUE
"Zm00001eb337560",0,0,FALSE
"Zm00001eb357200",7386,5528,TRUE
"Zm00001eb358810",0,0,FALSE
"Zm00001eb338230",2,2,FALSE
"Zm00001eb356770",12896,8108,TRUE
"Zm00001eb357360",0,0,FALSE
"Zm00001eb339530",0,0,FALSE
"Zm00001eb358850",305,289,TRUE
"Zm00001eb345580",21,20,FALSE
"Zm00001eb339820",5,5,FALSE
"Zm00001eb370760",222,212,TRUE
"Zm00001eb353020",0,0,FALSE
"Zm00001eb370960",4175,3485,TRUE
"Zm00001eb332330",375,363,TRUE
"Zm00001eb368840",29529,13011,TRUE
"Zm00001eb347450",11835,7831,TRUE
"Zm00001eb367760",3356,2927,TRUE
"Zm00001eb339490",11407,7475,TRUE
"Zm00001eb342820",0,0,FALSE
"Zm00001eb349430",9489,6656,TRUE
"Zm00001eb364070",23142,11145,TRUE
"Zm00001eb371020",17901,10375,TRUE
"Zm00001eb368340",1473,1363,TRUE
"Zm00001eb359410",31470,12581,TRUE
"Zm00001eb353680",3294,2854,TRUE
"Zm00001eb349440",7,7,FALSE
"Zm00001eb363090",10935,6753,TRUE
"Zm00001eb352810",1508,1393,TRUE
"Zm00001eb340740",5,5,FALSE
"Zm00001eb357020",125,122,TRUE
"Zm00001eb358780",15,14,FALSE
"Zm00001eb350250",1092,1009,TRUE
"Zm00001eb353990",17875,9796,TRUE
"Zm00001eb349940",15,15,FALSE
"Zm00001eb334120",27164,12612,TRUE
"Zm00001eb353570",25,24,FALSE
"Zm00001eb347290",1281,1121,TRUE
"Zm00001eb343870",471,453,TRUE
"Zm00001eb350780",6168,4915,TRUE
"Zm00001eb334270",6406,4969,TRUE
"Zm00001eb364740",3063,2688,TRUE
"Zm00001eb357040",3880,3302,TRUE
"Zm00001eb362130",0,0,FALSE
"Zm00001eb333420",0,0,FALSE
"Zm00001eb369790",2932,2526,TRUE
"Zm00001eb343810",0,0,FALSE
"Zm00001eb339190",12970,8484,TRUE
"Zm00001eb370710",396,386,TRUE
"Zm00001eb355410",1,1,FALSE
"Zm00001eb351150",74,73,FALSE
"Zm00001eb366170",59059,16538,TRUE
"Zm00001eb343210",18450,10660,TRUE
"Zm00001eb361520",8550,6133,TRUE
"Zm00001eb338520",8,8,FALSE
"Zm00001eb354260",0,0,FALSE
"Zm00001eb363950",10179,6963,TRUE
"Zm00001eb350210",1,1,FALSE
"Zm00001eb335350",36382,14527,TRUE
"Zm00001eb351780",4594,3820,TRUE
"Zm00001eb340190",54,54,FALSE
"Zm00001eb357890",11225,7615,TRUE
"Zm00001eb371320",8914,6480,TRUE
"Zm00001eb353340",5100,4258,TRUE
"Zm00001eb351110",0,0,FALSE
"Zm00001eb347510",0,0,FALSE
"Zm00001eb355890",8467,5164,TRUE
"Zm00001eb350900",0,0,FALSE
"Zm00001eb370880",3121,2755,TRUE
"Zm00001eb370020",9297,6572,TRUE
"Zm00001eb342780",0,0,FALSE
"Zm00001eb360370",0,0,FALSE
"Zm00001eb344580",3320,2937,TRUE
"Zm00001eb361480",5519,4563,TRUE
"Zm00001eb336530",7819,5391,TRUE
"Zm00001eb340730",1448,1317,TRUE
"Zm00001eb341780",3044,2671,TRUE
"Zm00001eb366580",8028,5959,TRUE
"Zm00001eb357560",2,2,FALSE
"Zm00001eb352010",0,0,FALSE
"Zm00001eb368960",3395,2995,TRUE
"Zm00001eb368370",1,1,FALSE
"Zm00001eb348240",115520,18449,TRUE
"Zm00001eb350770",47,46,FALSE
"Zm00001eb334230",695,556,TRUE
"Zm00001eb344970",6307,5060,TRUE
"Zm00001eb352600",1985,1804,TRUE
"Zm00001eb348320",5447,4367,TRUE
"Zm00001eb337890",7742,5761,TRUE
"Zm00001eb336610",0,0,FALSE
"Zm00001eb346880",652,553,TRUE
"Zm00001eb358490",110,110,TRUE
"Zm00001eb356240",11577,7041,TRUE
"Zm00001eb370310",2998,2645,TRUE
"Zm00001eb365890",0,0,FALSE
"Zm00001eb338740",15960,9678,TRUE
"Zm00001eb368150",10190,6981,TRUE
"Zm00001eb368040",1113,1014,TRUE
"Zm00001eb348460",2,2,FALSE
"Zm00001eb345150",0,0,FALSE
"Zm00001eb358580",28,27,FALSE
"Zm00001eb369940",14762,8974,TRUE
"Zm00001eb370340",2,2,FALSE
"Zm00001eb349300",18570,9917,TRUE
"Zm00001eb364000",0,0,FALSE
"Zm00001eb344170",10,10,FALSE
"Zm00001eb369860",9992,7162,TRUE
"Zm00001eb336520",1,1,FALSE
"Zm00001eb349860",6054,4804,TRUE
"Zm00001eb351500",4827,4002,TRUE
"Zm00001eb352770",30,30,FALSE
"Zm00001eb351880",1576,1329,TRUE
"Zm00001eb356630",2,2,FALSE
"Zm00001eb357120",3,3,FALSE
"Zm00001eb333470",5867,4742,TRUE
"Zm00001eb366050",6089,4751,TRUE
"Zm00001eb332610",1786,1618,TRUE
"Zm00001eb334810",4027,3395,TRUE
"Zm00001eb337640",0,0,FALSE
"Zm00001eb339200",32020,14209,TRUE
"Zm00001eb333790",27282,12224,TRUE
"Zm00001eb353260",7,7,FALSE
"Zm00001eb334520",0,0,FALSE
"Zm00001eb349610",0,0,FALSE
"Zm00001eb353470",823,759,TRUE
"Zm00001eb337070",0,0,FALSE
"Zm00001eb352590",2,2,FALSE
"Zm00001eb333900",2133,1518,TRUE
"Zm00001eb366110",194,192,TRUE
"Zm00001eb369160",149,149,TRUE
"Zm00001eb355530",0,0,FALSE
"Zm00001eb346270",2,2,FALSE
"Zm00001eb351160",0,0,FALSE
"Zm00001eb370870",1071,952,TRUE
"Zm00001eb350550",0,0,FALSE
"Zm00001eb347940",0,0,FALSE
"Zm00001eb362360",5347,4042,TRUE
"Zm00001eb348930",2166,1914,TRUE
"Zm00001eb365700",39400,14236,TRUE
"Zm00001eb351020",4092,3495,TRUE
"Zm00001eb366250",10419,7038,TRUE
"Zm00001eb367100",5897,4434,TRUE
"Zm00001eb349150",0,0,FALSE
"Zm00001eb342760",0,0,FALSE
"Zm00001eb343260",3777,3118,TRUE
"Zm00001eb338550",0,0,FALSE
"Zm00001eb359620",33304,13929,TRUE
"Zm00001eb365980",5995,4791,TRUE
"Zm00001eb363050",4110,3482,TRUE
"Zm00001eb367400",0,0,FALSE
"Zm00001eb361420",131,130,TRUE
"Zm00001eb359890",1,1,FALSE
"Zm00001eb356930",614,587,TRUE
"Zm00001eb347950",4907,4109,TRUE
"Zm00001eb370470",2856,2517,TRUE
"Zm00001eb368430",1514,1405,TRUE
"Zm00001eb360740",2305,2059,TRUE
"Zm00001eb332310",1,1,FALSE
"Zm00001eb346870",336,309,TRUE
"Zm00001eb360950",1504,1101,TRUE
"Zm00001eb363920",488,478,TRUE
"Zm00001eb338310",11837,8111,TRUE
"Zm00001eb342000",13,13,FALSE
"Zm00001eb343420",0,0,FALSE
"Zm00001eb364080",7692,5762,TRUE
"Zm00001eb371130",8909,6563,TRUE
"Zm00001eb365230",2,2,FALSE
"Zm00001eb354910",18210,9871,TRUE
"Zm00001eb345800",57693,16711,TRUE
"Zm00001eb366020",4541,3820,TRUE
"Zm00001eb340150",0,0,FALSE
"Zm00001eb369660",350716,19752,TRUE
"Zm00001eb371170",1960,1772,TRUE
"Zm00001eb367640",8,8,FALSE
"Zm00001eb351990",15842,8492,TRUE
"Zm00001eb361280",0,0,FALSE
"Zm00001eb355270",11705,7760,TRUE
"Zm00001eb366220",1991,1798,TRUE
"Zm00001eb369550",14,14,FALSE
"Zm00001eb347990",0,0,FALSE
"Zm00001eb369850",48,48,FALSE
"Zm00001eb359050",18,18,FALSE
"Zm00001eb361650",1,1,FALSE
"Zm00001eb345080",9211,6459,TRUE
"Zm00001eb364440",1,1,FALSE
"Zm00001eb339010",13327,8729,TRUE
"Zm00001eb356570",0,0,FALSE
"Zm00001eb364470",13979,8939,TRUE
"Zm00001eb346360",0,0,FALSE
"Zm00001eb341760",276,268,TRUE
"Zm00001eb366790",217,208,TRUE
"Zm00001eb355590",4014,3240,TRUE
"Zm00001eb332730",49,49,FALSE
"Zm00001eb348850",4811,3670,TRUE
"Zm00001eb355390",0,0,FALSE
"Zm00001eb361800",29486,13257,TRUE
"Zm00001eb337940",850,817,TRUE
"Zm00001eb353280",3538,1907,TRUE
"Zm00001eb368260",198,192,TRUE
"Zm00001eb364870",84,84,FALSE
"Zm00001eb359750",538,391,TRUE
"Zm00001eb371010",5050,4183,TRUE
"Zm00001eb352910",18630,9659,TRUE
"Zm00001eb344560",2,2,FALSE
"Zm00001eb354900",1,1,FALSE
"Zm00001eb343140",0,0,FALSE
"Zm00001eb344720",9,9,FALSE
"Zm00001eb362870",50617,15981,TRUE
"Zm00001eb355950",0,0,FALSE
"Zm00001eb349250",14976,9053,TRUE
"Zm00001eb357030",20512,9882,TRUE
"Zm00001eb332170",1,1,FALSE
"Zm00001eb333330",13088,7602,TRUE
"Zm00001eb361730",4,4,FALSE
"Zm00001eb357690",0,0,FALSE
"Zm00001eb339700",5,5,FALSE
"Zm00001eb354540",29,28,FALSE
"Zm00001eb361700",252203,19498,TRUE
"Zm00001eb368660",115,106,TRUE
"Zm00001eb340000",654,605,TRUE
"Zm00001eb349010",35636,14740,TRUE
"Zm00001eb341530",0,0,FALSE
"Zm00001eb370690",1,1,FALSE
"Zm00001eb357550",2,2,FALSE
"Zm00001eb344200",2,2,FALSE
"Zm00001eb348400",1642,1543,TRUE
"Zm00001eb335810",8129,5639,TRUE
"Zm00001eb341570",0,0,FALSE
"Zm00001eb346590",43421,14965,TRUE
"Zm00001eb344870",163,128,TRUE
"Zm00001eb368070",20,19,FALSE
"Zm00001eb357650",1511,1394,TRUE
"Zm00001eb368520",1,1,FALSE
"Zm00001eb369110",6851,5401,TRUE
"Zm00001eb342790",1,1,FALSE
"Zm00001eb332690",18827,10285,TRUE
"Zm00001eb352290",0,0,FALSE
"Zm00001eb349900",3736,3235,TRUE
"Zm00001eb369920",413,395,TRUE
"Zm00001eb348540",16026,9571,TRUE
"Zm00001eb333160",35455,13988,TRUE
"Zm00001eb352500",169,166,TRUE
"Zm00001eb356850",11685,8056,TRUE
"Zm00001eb353580",4963,3928,TRUE
"Zm00001eb360710",3664,3163,TRUE
"Zm00001eb363190",3796,3150,TRUE
"Zm00001eb364420",102,95,TRUE
"Zm00001eb357300",38,36,FALSE
"Zm00001eb341800",0,0,FALSE
"Zm00001eb334440",10302,7193,TRUE
"Zm00001eb363780",18,18,FALSE
"Zm00001eb362460",581,562,TRUE
"Zm00001eb351080",1833,1715,TRUE
"Zm00001eb343590",13367,8492,TRUE
"Zm00001eb346960",24970,11961,TRUE
"Zm00001eb369760",4,4,FALSE
"Zm00001eb341180",6720,5134,TRUE
"Zm00001eb354960",0,0,FALSE
"Zm00001eb361320",9,8,FALSE
"Zm00001eb369990",18,17,FALSE
"Zm00001eb341210",0,0,FALSE
"Zm00001eb346400",3305,2887,TRUE
"Zm00001eb364790",1,1,FALSE
"Zm00001eb360840",310,291,TRUE
"Zm00001eb366550",0,0,FALSE
"Zm00001eb347550",5,5,FALSE
"Zm00001eb362690",35,34,FALSE
"Zm00001eb370300",5978,4794,TRUE
"Zm00001eb364160",0,0,FALSE
"Zm00001eb332990",15582,9191,TRUE
"Zm00001eb341980",505,491,TRUE
"Zm00001eb354140",34521,14012,TRUE
"Zm00001eb339210",0,0,FALSE
"Zm00001eb361770",0,0,FALSE
"Zm00001eb334090",444,427,TRUE
"Zm00001eb335240",56,55,FALSE
"Zm00001eb358110",15,15,FALSE
"Zm00001eb355860",0,0,FALSE
"Zm00001eb353930",5875,4754,TRUE
"Zm00001eb345260",13100,8593,TRUE
"Zm00001eb363910",697,642,TRUE
"Zm00001eb360040",0,0,FALSE
"Zm00001eb335300",5107,4188,TRUE
"Zm00001eb341330",0,0,FALSE
"Zm00001eb348620",1557,1441,TRUE
"Zm00001eb354220",0,0,FALSE
"Zm00001eb339160",0,0,FALSE
"Zm00001eb336290",1079,992,TRUE
"Zm00001eb359470",17,16,FALSE
"Zm00001eb351710",5,5,FALSE
"Zm00001eb340090",3,3,FALSE
"Zm00001eb349060",115,108,TRUE
"Zm00001eb358400",33286,13670,TRUE
"Zm00001eb351940",24707,11798,TRUE
"Zm00001eb361250",6620,5196,TRUE
"Zm00001eb345380",8493,6360,TRUE
